distrito,ingreso_mensual_promedio,poblacion_2015,pobreza_2010_%,pobreza_extrema_2010_%,pobreza_2015_%,pobreza_extrema_2015_%,viviendas_total,viviendas_tv_paga,viviendas_celular,viviendas_telefono,viviendas_computadora,categorical_denue_111,categorical_denue_112,categorical_denue_113,categorical_denue_114,categorical_denue_115,categorical_denue_211,categorical_denue_212,categorical_denue_213,categorical_denue_221,categorical_denue_236,categorical_denue_237,categorical_denue_238,categorical_denue_311,categorical_denue_312,categorical_denue_313,categorical_denue_314,categorical_denue_315,categorical_denue_316,categorical_denue_321,categorical_denue_322,categorical_denue_323,categorical_denue_324,categorical_denue_325,categorical_denue_326,categorical_denue_327,categorical_denue_331,categorical_denue_332,categorical_denue_333,categorical_denue_334,categorical_denue_335,categorical_denue_336,categorical_denue_337,categorical_denue_339,categorical_denue_431,categorical_denue_432,categorical_denue_433,categorical_denue_434,categorical_denue_435,categorical_denue_436,categorical_denue_437,categorical_denue_461,categorical_denue_462,categorical_denue_463,categorical_denue_464,categorical_denue_465,categorical_denue_466,categorical_denue_467,categorical_denue_468,categorical_denue_469,categorical_denue_481,categorical_denue_482,categorical_denue_483,categorical_denue_484,categorical_denue_485,categorical_denue_486,categorical_denue_487,categorical_denue_488,categorical_denue_491,categorical_denue_492,categorical_denue_493,categorical_denue_511,categorical_denue_512,categorical_denue_515,categorical_denue_517,categorical_denue_518,categorical_denue_519,categorical_denue_521,categorical_denue_522,categorical_denue_523,categorical_denue_524,categorical_denue_525,categorical_denue_531,categorical_denue_532,categorical_denue_533,categorical_denue_541,categorical_denue_551,categorical_denue_561,categorical_denue_562,categorical_denue_611,categorical_denue_621,categorical_denue_622,categorical_denue_623,categorical_denue_624,categorical_denue_711,categorical_denue_712,categorical_denue_713,categorical_denue_721,categorical_denue_722,categorical_denue_811,categorical_denue_812,categorical_denue_813,categorical_denue_931,categorical_denue_932,H_0_a_4_años,H_5_a_9_años,H_10_a_14_años,H_15_a_19_años,H_20_a_24_años,H_25_a_29_años,H_30_a_34_años,H_35_a_39_años,H_40_a_44_años,H_45_a_49_años,H_50_a_54_años,H_55_a_59_años,H_60_a_64_años,H_65_a_69_años,H_70_a_74_años,H_75_a_79_años,H_80_a_84_años,H_85_a_89_años,H_90_a_94_años,H_95_a_99_años,H_100_años_o_más,M_0_a_4_años,M_5_a_9_años,M_10_a_14_años,M_15_a_19_años,M_20_a_24_años,M_25_a_29_años,M_30_a_34_años,M_35_a_39_años,M_40_a_44_años,M_45_a_49_años,M_50_a_54_años,M_55_a_59_años,M_60_a_64_años,M_65_a_69_años,M_70_a_74_años,M_75_a_79_años,M_80_a_84_años,M_85_a_89_años,M_90_a_94_años,M_95_a_99_años,M_100_años_o_más
D01001,5166.22405603485,435121,0.5333113439874119,0.06919837118862084,0.4101475977903198,0.027715581226584275,104030,0.4044794770739209,0.8027780447947708,0.2700855522445447,0.2655676247236375,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,24387,24293,24624,22112,20504,15730,14664,14422,12905,9714,8191,6346,4857,3870,2918,2170,1392,810,250,85,13,23404,23113,24104,21560,20358,17656,16822,15580,13998,10693,9145,6745,5478,4263,2954,2129,1318,940,454,126,24
D01002,6923.267342655914,876714,0.302213624974589,0.0215862420757115,0.261129542652703,0.0158454505563901,230559,0.514371592520787,0.888392992683001,0.440013185345183,0.44147051297065,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,40684,39349,43811,42491,40653,34738,30602,28979,27773,22804,20969,16846,12948,8900,6626,3515,2029,1030,393,269,149,38944,39324,43538,41311,40701,35370,33352,31329,33921,27469,23856,18942,14316,10170,7294,4831,3259,2188,765,253,23
D01003,6923.267342655914,876714,0.302213624974589,0.0215862420757115,0.261129542652703,0.0158454505563901,230559,0.514371592520787,0.888392992683001,0.440013185345183,0.44147051297065,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,40684,39349,43811,42491,40653,34738,30602,28979,27773,22804,20969,16846,12948,8900,6626,3515,2029,1030,393,269,149,38944,39324,43538,41311,40701,35370,33352,31329,33921,27469,23856,18942,14316,10170,7294,4831,3259,2188,765,253,23
D02001,7937.953892442372,988187,0.299620564982796,0.0263140108121823,0.256800333403285,0.0173292859908551,291763,0.508159019478138,0.9121033167331019,0.441231410425585,0.46102487292768407,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,41174,42726,45487,44028,43936,40435,36546,37239,38146,30354,26398,20176,15888,10691,7512,5643,2400,1227,682,37,0,40387,44500,44410,42532,43801,41869,36041,36686,37501,30603,26694,21397,17894,13289,7600,5857,3517,1768,563,535,18
D02002,7937.953892442372,988187,0.299620564982796,0.0263140108121823,0.256800333403285,0.0173292859908551,291763,0.508159019478138,0.9121033167331019,0.441231410425585,0.46102487292768407,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,41174,42726,45487,44028,43936,40435,36546,37239,38146,30354,26398,20176,15888,10691,7512,5643,2400,1227,682,37,0,40387,44500,44410,42532,43801,41869,36041,36686,37501,30603,26694,21397,17894,13289,7600,5857,3517,1768,563,535,18
D02003,6995.999967092815,486470,0.34572539005185793,0.0462529260889531,0.33503270843394595,0.0350370988277648,143169,0.651293226885709,0.894215926632162,0.375276770809323,0.429122226180249,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,21069,23473,22275,24000,23436,20407,18349,17363,16120,14513,12375,9042,7271,4600,3882,2323,1321,954,273,5,15,20636,20659,22216,21036,23770,21105,19269,17770,15783,14174,13588,9352,8298,5876,4099,3024,1387,928,258,78,98
D02004,8277.955130369657,1640382,0.310873522439843,0.0345824566894095,0.294737389090248,0.0182646056023818,475341,0.572668884022207,0.909397674511561,0.414912662698989,0.487317525734157,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,71464,76505,77096,73777,75651,67155,68432,62230,65355,49392,43643,28894,21247,13646,9635,5749,3630,1820,539,244,9,68968,73650,75937,73189,74928,71414,67932,68075,64221,47568,41309,30936,24296,16791,10336,6964,4450,1889,1232,134,50
D02005,8277.955130369657,1640382,0.310873522439843,0.0345824566894095,0.294737389090248,0.0182646056023818,475341,0.572668884022207,0.909397674511561,0.414912662698989,0.487317525734157,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,71464,76505,77096,73777,75651,67155,68432,62230,65355,49392,43643,28894,21247,13646,9635,5749,3630,1820,539,244,9,68968,73650,75937,73189,74928,71414,67932,68075,64221,47568,41309,30936,24296,16791,10336,6964,4450,1889,1232,134,50
D02006,8277.955130369657,1640382,0.310873522439843,0.0345824566894095,0.294737389090248,0.0182646056023818,475341,0.572668884022207,0.909397674511561,0.414912662698989,0.487317525734157,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,71464,76505,77096,73777,75651,67155,68432,62230,65355,49392,43643,28894,21247,13646,9635,5749,3630,1820,539,244,9,68968,73650,75937,73189,74928,71414,67932,68075,64221,47568,41309,30936,24296,16791,10336,6964,4450,1889,1232,134,50
D02007,7639.135615064646,1673730,0.3194985896761396,0.032998555194995886,0.2871414106354751,0.023111248849548616,492522,0.5642529673801374,0.9019861041740267,0.40865179626493825,0.4456003995760594,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,70815,75649,77452,78034,76236,68356,61416,61988,61519,51177,43893,32841,26232,17654,12924,8891,4591,2465,1057,73,20,69390,74526,76062,72964,76375,71078,63066,61781,60427,50825,45536,34348,29121,21431,13354,9843,5540,3084,922,647,127
D02008,8277.955130369657,1640382,0.310873522439843,0.0345824566894095,0.294737389090248,0.0182646056023818,475341,0.572668884022207,0.909397674511561,0.414912662698989,0.487317525734157,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,71464,76505,77096,73777,75651,67155,68432,62230,65355,49392,43643,28894,21247,13646,9635,5749,3630,1820,539,244,9,68968,73650,75937,73189,74928,71414,67932,68075,64221,47568,41309,30936,24296,16791,10336,6964,4450,1889,1232,134,50
D03001,7674.587386146927,424218,0.3118755244187719,0.040701668899839644,0.2802347025904627,0.021060721453701747,128745,0.63395083304206,0.9121829973979569,0.41154219581342966,0.4513340323896071,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,17203,17744,18611,18396,18268,16337,17970,15833,15280,13024,11741,9828,7243,5194,3878,2429,1299,511,213,71,8,17721,17767,18481,16919,18334,17257,15807,16249,14857,14322,12759,10280,6867,5773,3945,2929,1480,835,322,219,14
D03002,8484.970140523876,559956,0.27881107697999047,0.0421543095080271,0.2596397810945419,0.023900314202704595,164116,0.6167284116112992,0.938744546540252,0.391253747349436,0.45204002047332376,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,24119,23954,25367,25333,26497,23874,26197,25106,21246,16536,13442,10042,7642,5102,3711,1919,1030,396,143,78,8,25482,25148,24309,23660,25376,23776,24248,23113,20883,16483,13134,10813,6874,5825,3643,2647,1419,736,357,228,60
D04001,5334.825551162051,449920,0.4755189267241947,0.12613297422498929,0.4298808938716237,0.07305087245966092,120080,0.62626582278481,0.7893737508327782,0.23436042638241195,0.3129163890739507,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,20110,20457,20028,20157,20450,17776,16610,15638,15197,11402,10333,8168,7064,5603,3694,2656,1853,993,417,188,14,19828,19907,20051,20395,20793,19109,18925,17330,15194,13176,12119,9790,8291,5635,3689,2536,2255,1381,526,129,53
D04002,6932.933139911103,449561,0.5121915378544493,0.1368692184474279,0.43003386922207126,0.07587852618506748,124391,0.6396041514257462,0.8015451278629485,0.23660071870151356,0.2799398670321808,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,21579,20057,20937,19869,21187,18467,17539,16404,15021,11947,10993,8429,6141,4859,3433,2427,1526,908,312,149,75,21638,20409,20426,20492,21952,20389,19268,16906,15334,12325,11072,7960,6271,4431,3507,2116,1469,813,343,155,26
D05001,6204.0734456277005,503186,0.25460044370836016,0.02279474712580786,0.26354530196507464,0.01702710811657733,141659,0.47305854199168446,0.8576228831207334,0.3595394574294606,0.3108027022638871,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,25502,23745,25157,24246,21748,18016,17872,18378,18058,14514,12658,9483,7319,5188,3786,2577,1549,686,204,83,4,24163,23214,24054,23219,22746,18446,18138,18692,18770,14844,12777,10145,7216,6039,4216,3029,1449,898,272,76,10
D05002,5631.45937675975,529740,0.3774472787509249,0.04256518329519368,0.3226219919731218,0.029874558863940408,141157,0.41162677019205574,0.8073563478963142,0.24499670579567423,0.2504303718554516,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,25657,25254,27218,26167,22186,18153,18536,19758,18019,15229,13237,9555,7733,6645,4649,3393,2060,951,253,54,22,24911,24686,26457,24736,22208,18654,19270,20649,19274,15410,13137,10157,7977,6388,4348,3314,1860,1070,370,119,16
D05003,7667.797882334796,461634,0.23459739392734916,0.01627312481383119,0.19988483749222322,0.011983379823979987,131684,0.5231235381671276,0.8527915312414568,0.4693129005801769,0.37183712523920925,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,21177,20769,21623,20513,19211,16216,16481,16069,15676,13652,13128,10213,8289,6235,3908,2694,1457,1035,242,56,0,20270,20469,19881,20299,18884,16793,16443,16780,17451,14619,13799,11031,8057,6806,4395,3461,2070,1001,368,103,10
D05004,7773.59844319641,830533,0.20900233164999643,0.019972157186919,0.18184682537735725,0.013734125646803817,219743,0.4492657331519096,0.8633494582307513,0.4446558024601466,0.43583185812517294,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,40400,39487,38578,38162,38813,32154,29961,30550,27388,25296,19349,17256,11729,8414,6088,3831,2665,1107,435,309,0,38410,36742,39162,36259,39464,30488,32378,31357,31641,24250,21801,16970,13487,9802,6706,4336,2782,1647,529,239,111
D05005,6935.38532653319,678784,0.301498575480149,0.0365120122110941,0.261604677147247,0.027791594773190504,191913,0.46569539322505493,0.868654025521981,0.44761949424999903,0.398097054394439,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,29476,30004,31940,31275,28323,23792,24990,24144,23884,17890,17063,13049,12268,8347,5622,3509,2689,1049,365,31,10,29235,29741,31599,28609,28714,26070,25507,26127,26737,20770,20815,16447,11916,9925,6790,4321,3103,1954,501,157,26
D05006,6443.414546003184,867593,0.33455832420179815,0.04093473722643047,0.28585001218714695,0.030119629738604534,239769,0.428433200288611,0.853613269438501,0.3917979388494761,0.3565348314419294,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,38352,39419,41931,41132,35995,29866,31215,31425,30355,22946,21383,16493,15026,10797,7330,4753,3403,1300,422,50,18,38251,38426,41434,37866,36861,32360,32160,33773,33972,25893,25141,20211,14884,12250,8403,5270,3700,2270,652,173,32
D05007,7627.499506236461,864517,0.2195849455480431,0.022888202723473576,0.18923471117934684,0.014281335246877209,229100,0.4486599738105634,0.8582016586643386,0.43727193365342637,0.4279092099519855,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,41838,41135,40405,40086,40235,33243,31025,31746,28564,26346,20214,17954,12480,8962,6415,4079,2766,1178,451,337,9,39941,38093,40581,37876,40678,31769,33400,32583,32896,25199,22831,17610,14105,10379,6983,4554,2876,1772,579,243,101
D06001,6969.256544541028,359149,0.3087453900194408,0.012916346772789314,0.28975972573938413,0.018860005195531673,108050,0.4669967607589075,0.8764738546968999,0.45046737621471555,0.4639426191577976,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14588,15324,15499,15693,15849,14028,13640,12538,12623,9631,9531,7188,6083,4677,3504,2003,1151,762,310,84,63,13222,14184,15119,15613,16753,15620,14340,13846,13449,11098,10809,8405,7055,5326,3616,2509,1643,980,496,238,59
D06002,6145.065929223519,351703,0.3779071467152982,0.03653060723079042,0.37749007094131204,0.041489562341832466,97193,0.5066414247939667,0.8264278291646517,0.3249205189674152,0.2912864095150882,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,17257,17352,16345,15937,15466,14490,13713,12686,11707,9558,8744,6910,5404,3611,2449,1888,1166,706,261,155,25,16282,16354,16017,15149,16451,14937,14355,13301,12325,9495,8873,6363,4925,3853,2641,1934,1297,835,274,178,34
D07001,2049.970013923786,381567,0.912027127958222,0.5658094674832366,0.8679608836763285,0.47966446948160824,85396,0.2399292706918356,0.3577802238980749,0.04860883413743035,0.06624432057707637,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,23012,23035,22362,20379,16096,13271,12400,11230,9990,8216,7422,5505,4637,3356,3011,1772,1060,603,268,152,74,22671,22997,22266,20005,17038,15546,13916,12767,10563,8742,7443,5745,4566,3327,2821,1444,973,493,200,120,73
D07002,1574.861398455972,375770,0.9444127374740131,0.6599162813086966,0.9386432435589702,0.5873452700362539,77304,0.11232277760529852,0.35139190727517344,0.02298716754631068,0.030477077512159785,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,26469,26076,24126,21263,16770,13293,11653,10164,8078,6496,5106,4158,3432,2335,2046,1255,854,390,174,72,68,26474,26143,23747,21471,18538,15229,13131,10930,8438,6970,5457,4278,3512,2454,2078,1128,791,402,186,75,60
D07003,1700.7981110891042,391979,0.9281142389051731,0.6330097379653209,0.9063880383602007,0.5664539992011741,75494,0.1837894402204151,0.31768087530134836,0.028055209685537905,0.059196757358200625,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,26323,29136,26564,22788,16684,12811,10951,10350,9441,7797,5914,4165,3332,2311,2074,1072,686,318,213,90,121,26334,28602,26264,22434,18757,14748,13033,11874,9715,7918,5716,3860,3207,2338,2007,951,526,295,128,113,18
D07004,3900.6826622813537,379937,0.7906227678065199,0.30487032127052244,0.7264202349811427,0.24346432323163236,93883,0.36236592354313346,0.5964977684990893,0.060884292150868595,0.10425742679718376,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,21107,21527,21327,18726,15966,13786,13133,12414,10550,8589,7700,6304,5098,3871,2946,2245,1256,771,295,126,52,20824,20351,20631,19098,17195,15702,14664,13665,11287,9113,7751,6358,4904,3623,2775,1928,1108,685,276,156,54
D07005,2657.05361875162,423494,0.8325634635285935,0.5343019619872702,0.7904163732961003,0.40803685805976286,94751,0.11267427256704397,0.5753184662958704,0.12733374845648085,0.142214857890682,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,26243,25460,24966,20809,19009,14656,13829,12258,10010,7754,6678,5248,4041,2715,2403,1218,803,377,186,107,75,26608,26271,24717,23233,21725,18444,17167,15234,11998,10174,8656,6114,4616,3543,2726,1410,1008,557,281,98,69
D07006,5561.931163594229,859527,0.5594120234699804,0.16096216632242163,0.502712422734964,0.1222812498355703,225015,0.3808857187298627,0.8506232917805483,0.26408017243294873,0.3294891451681,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,40064,39094,37707,39083,41456,34738,33287,28531,27500,22413,18712,14669,12011,8080,5806,3806,2300,1334,506,179,39,40176,37996,37659,41368,44713,37831,37037,35024,30674,26778,22100,17129,13116,9194,7185,4428,2836,1917,671,322,58
D07007,3519.681565344966,392189,0.7703707718631482,0.2847349117291801,0.7091415521244793,0.21320391070772238,102634,0.39857162343862657,0.6329676325584114,0.11759261063585166,0.09324395424518185,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,20587,20685,20220,18563,16110,12559,12405,12019,11154,9466,9727,7793,6205,4941,3968,3052,1680,1058,364,168,70,19617,20050,19685,17845,17320,14789,14449,13579,12478,10778,10037,7601,6208,4935,3968,2792,1540,1164,356,152,52
D07008,2833.646236083898,435080,0.785884823649441,0.33728165096950874,0.7782472619300629,0.29624403035941876,108672,0.19192616313309782,0.6164237338044759,0.09391563604240298,0.0984982332155476,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,24085,22975,21901,20317,17986,15649,16045,14207,12685,9950,8643,7161,5365,4457,3355,2607,1390,956,442,145,43,22831,22490,22477,20976,20944,19315,17679,16666,13698,11470,9782,7430,5854,4581,3580,2253,1267,874,308,190,51
