distrito,ingreso_mensual_promedio,poblacion_2015,pobreza_2010_%,pobreza_extrema_2010_%,pobreza_2015_%,pobreza_extrema_2015_%,viviendas_total,viviendas_tv_paga,viviendas_celular,viviendas_telefono,viviendas_computadora,categorical_denue_111,categorical_denue_112,categorical_denue_113,categorical_denue_114,categorical_denue_115,categorical_denue_211,categorical_denue_212,categorical_denue_213,categorical_denue_221,categorical_denue_236,categorical_denue_237,categorical_denue_238,categorical_denue_311,categorical_denue_312,categorical_denue_313,categorical_denue_314,categorical_denue_315,categorical_denue_316,categorical_denue_321,categorical_denue_322,categorical_denue_323,categorical_denue_324,categorical_denue_325,categorical_denue_326,categorical_denue_327,categorical_denue_331,categorical_denue_332,categorical_denue_333,categorical_denue_334,categorical_denue_335,categorical_denue_336,categorical_denue_337,categorical_denue_339,categorical_denue_431,categorical_denue_432,categorical_denue_433,categorical_denue_434,categorical_denue_435,categorical_denue_436,categorical_denue_437,categorical_denue_461,categorical_denue_462,categorical_denue_463,categorical_denue_464,categorical_denue_465,categorical_denue_466,categorical_denue_467,categorical_denue_468,categorical_denue_469,categorical_denue_481,categorical_denue_482,categorical_denue_483,categorical_denue_484,categorical_denue_485,categorical_denue_486,categorical_denue_487,categorical_denue_488,categorical_denue_491,categorical_denue_492,categorical_denue_493,categorical_denue_511,categorical_denue_512,categorical_denue_515,categorical_denue_517,categorical_denue_518,categorical_denue_519,categorical_denue_521,categorical_denue_522,categorical_denue_523,categorical_denue_524,categorical_denue_525,categorical_denue_531,categorical_denue_532,categorical_denue_533,categorical_denue_541,categorical_denue_551,categorical_denue_561,categorical_denue_562,categorical_denue_611,categorical_denue_621,categorical_denue_622,categorical_denue_623,categorical_denue_624,categorical_denue_711,categorical_denue_712,categorical_denue_713,categorical_denue_721,categorical_denue_722,categorical_denue_811,categorical_denue_812,categorical_denue_813,categorical_denue_931,categorical_denue_932,H_0_a_4_años,H_5_a_9_años,H_10_a_14_años,H_15_a_19_años,H_20_a_24_años,H_25_a_29_años,H_30_a_34_años,H_35_a_39_años,H_40_a_44_años,H_45_a_49_años,H_50_a_54_años,H_55_a_59_años,H_60_a_64_años,H_65_a_69_años,H_70_a_74_años,H_75_a_79_años,H_80_a_84_años,H_85_a_89_años,H_90_a_94_años,H_95_a_99_años,H_100_años_o_más,M_0_a_4_años,M_5_a_9_años,M_10_a_14_años,M_15_a_19_años,M_20_a_24_años,M_25_a_29_años,M_30_a_34_años,M_35_a_39_años,M_40_a_44_años,M_45_a_49_años,M_50_a_54_años,M_55_a_59_años,M_60_a_64_años,M_65_a_69_años,M_70_a_74_años,M_75_a_79_años,M_80_a_84_años,M_85_a_89_años,M_90_a_94_años,M_95_a_99_años,M_100_años_o_más
D22003,8421.184856757127,877933,0.282865897886028,0.029670237256777598,0.22962773848867096,0.0145758600039766,239011,0.587290961503864,0.909987406437361,0.489626000476966,0.506240298563665,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,36370,38754,39338,38786,46084,37826,34139,32463,29700,23706,21902,16267,12920,9303,6198,3313,2431,1126,360,127,11,34716,35332,36566,38268,44354,39851,37857,34868,31740,27462,24839,18960,14311,10529,7232,4318,2792,1735,727,230,122
D22004,8421.184856757127,877933,0.282865897886028,0.029670237256777598,0.22962773848867096,0.0145758600039766,239011,0.587290961503864,0.909987406437361,0.489626000476966,0.506240298563665,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,36370,38754,39338,38786,46084,37826,34139,32463,29700,23706,21902,16267,12920,9303,6198,3313,2431,1126,360,127,11,34716,35332,36566,38268,44354,39851,37857,34868,31740,27462,24839,18960,14311,10529,7232,4318,2792,1735,727,230,122
D22005,7996.671898452062,437138,0.3910983996444147,0.06884958759459506,0.28794013039592403,0.03846509580521067,114935,0.4863009527124027,0.8551703136555444,0.34178448688389085,0.40056553704267606,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,21620,22192,21086,20459,19341,16797,17030,17442,16021,11214,8436,6861,5065,3362,2420,1842,1117,617,280,34,10,21155,21825,21336,19657,20825,18571,20358,17914,16773,11618,9191,7303,5854,4026,2925,2036,1202,831,335,141,16
D23001,7056.949348932804,1118000,,,,,337152,0.5699239512148822,0.9319683703492787,0.24358152999240706,0.3556645074031887,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,50389,52786,48320,48364,58317,56525,54664,48045,44001,32376,24658,15970,11051,7882,4729,2335,1557,753,270,70,0,51638,50823,46620,47812,57559,56686,52656,48440,41751,30164,24389,16563,11347,7073,5053,3006,1981,998,270,88,21
D23002,4962.508005798708,382298,,,0.5301447002681139,0.1487571179931296,104048,0.5767530370598187,0.767491926803014,0.18466477010610463,0.260177994771644,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,17267,18960,18695,18672,17218,14281,13531,12931,12091,9972,8488,7162,6351,4569,3281,2079,1279,594,255,82,22,16913,18852,18819,17919,18542,15775,14929,14400,12740,10975,10003,7862,6161,4154,2519,1814,1089,628,265,148,11
D23003,7264.18834278007,742663,0.268476711380974,0.0365224834036157,0.276956648752651,0.0261595841664946,222072,0.566915234698656,0.949498360891963,0.291972873662596,0.386014445765337,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,31216,35417,32669,32275,36979,34189,35394,31253,30143,22880,17290,11506,7381,5271,3150,1464,1012,507,229,38,0,33508,33173,30930,32615,38790,35335,34169,31941,29748,21536,17554,12139,8066,4590,3568,2228,1528,781,123,61,17
D23004,7163.724566315346,998899,,,,,303601,0.5540627336537097,0.9369204976268194,0.24934041719230182,0.3579434850346339,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,44789,47204,42869,43240,52659,51037,49607,42952,39101,28899,22118,14250,9548,6819,4179,1887,1309,601,257,45,0,45950,45063,41034,42585,52172,50793,47580,43566,37373,26704,21807,14708,9969,6187,4441,2651,1755,913,186,71,21
D24001,3955.190504756371,361716,0.6320174868021942,0.15043144425915075,0.5667457037563217,0.08254572285077384,89929,0.3433597615896985,0.6620667415405488,0.2564245126711072,0.1732922638970744,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,17431,18986,19314,17158,14666,11302,10611,11028,10843,9143,7903,6449,4940,4358,3786,3062,1912,1259,532,160,10,17274,18720,18689,17616,15908,13814,13083,12738,12078,10140,8999,6824,5201,4712,3847,3073,1962,1365,561,200,59
D24002,5660.807760591016,456442,0.4352434433588517,0.08443187700590625,0.33029100511362425,0.03307822628881268,116420,0.40088472771001565,0.8098866174196869,0.35689744030235343,0.3204432228139493,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,22031,22176,23434,22157,20087,15005,18160,16734,15933,11116,9252,7100,5715,4279,3050,2209,1277,870,257,169,9,20530,22524,24299,22565,20483,17413,19797,19143,17800,12321,10221,8105,6422,5005,3238,2706,1394,964,325,153,14
D24003,3995.819629600418,338865,0.6964059811316654,0.20006409968354769,0.6401910261217462,0.13451159226195436,89588,0.41491047908202,0.6042215475286867,0.2308233245523954,0.14760905478412287,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,15755,16715,16859,15791,13399,10664,9888,9360,9298,7916,7298,6616,5385,5407,4776,3833,3078,1993,751,225,29,15192,16076,17231,15501,14340,12820,11776,10737,9858,9013,8520,7279,5876,5481,4635,3937,2851,1755,708,183,60
D24004,4755.756124285184,341096,0.5339946877224222,0.12955175865724108,0.5175847063022588,0.10465470945292937,94592,0.5321697395128554,0.7701814106901215,0.2211180649526389,0.2200080345060892,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,14838,15997,17275,15771,13021,10780,11333,10598,10466,9144,8689,7190,5997,4728,4181,2615,1700,1010,297,122,22,14600,14975,16610,15897,13788,13122,12611,12868,11494,10459,9341,7974,6621,5267,3753,2788,1535,1049,457,83,30
D24005,7387.922519138415,823754,0.287483302554534,0.0303216712824274,0.23992613324869402,0.018909888334247,221855,0.498352527551779,0.8660972256654121,0.526235604336166,0.471907326857632,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,32451,34174,38652,36994,42991,32077,29259,24670,26742,22596,21967,15548,11845,9286,6219,4871,2467,2058,673,90,4,32131,33353,37396,37275,41660,33640,32364,28866,31473,27896,25787,18177,13287,11884,8324,5924,4348,3029,953,246,107
D24006,7387.922519138415,823754,0.287483302554534,0.0303216712824274,0.23992613324869402,0.018909888334247,221855,0.498352527551779,0.8660972256654121,0.526235604336166,0.471907326857632,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,32451,34174,38652,36994,42991,32077,29259,24670,26742,22596,21967,15548,11845,9286,6219,4871,2467,2058,673,90,4,32131,33353,37396,37275,41660,33640,32364,28866,31473,27896,25787,18177,13287,11884,8324,5924,4348,3029,953,246,107
D24007,2949.6291263218745,393946,0.8218443777300727,0.44659270697675546,0.7913723248964134,0.2830429589702315,97849,0.3017608764524932,0.4142403090476144,0.10380279818904639,0.06689899743482304,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,17754,22152,25251,20712,13578,10515,10894,10692,10653,9404,9014,7919,6997,6033,5149,3757,2039,1178,377,151,31,17415,21146,24448,19918,14886,12808,12843,12300,11508,9929,9629,7753,7255,5825,4784,3458,1999,1103,453,190,46
D25001,6264.7858336060135,642653,0.32211409627235355,0.03894990402009718,0.3060664054093604,0.0196629381769673,183835,0.5016944542660541,0.8639105719803083,0.3687763483558624,0.36215628144803774,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,27158,29518,30220,29165,27430,23378,22327,21327,22372,19132,17288,14596,11125,8540,6765,3892,2492,1101,393,123,13,25662,26535,27991,28888,28155,24312,23989,23261,21984,20862,18744,15498,12743,8657,6861,4323,3150,1717,770,163,33
D25002,6133.242316384529,449069,0.33786972507271,0.039501362746712,0.314765317098403,0.0186062517178914,124261,0.481277311465383,0.92040141315457,0.286598369560844,0.384368385897426,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,19037,19498,20505,21536,19185,14485,13807,15989,16489,14604,11752,8925,6665,5554,4445,3276,1488,915,88,47,0,18507,20165,21291,20761,20790,14799,16392,18653,17657,14900,12407,8940,8146,6176,4698,2929,2068,900,395,96,109
D25003,4810.943137905993,448336,0.4486801538592189,0.08615421329657517,0.42137967280275457,0.04865345416451453,117628,0.5144523412792873,0.8227717890298228,0.1636940184309857,0.18046723569218226,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,20153,21161,21420,22269,19422,15377,14912,15154,15237,12349,10903,9433,7358,7037,5481,4204,2401,1184,466,195,28,19347,20596,20940,20444,18328,15824,14414,14896,14970,12494,11497,9652,8144,7125,5491,3767,2299,1196,518,182,68
D25004,4862.688577145189,428785,0.44149264940783767,0.087647475625071,0.43263524735918873,0.048968255296800205,112150,0.5610967454302275,0.8601159161836825,0.2007489968791796,0.22776638430673193,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,19297,20206,19804,20159,17537,14466,13783,14702,13908,11076,11004,9611,8131,6883,4887,3801,2084,1005,389,148,10,18058,18871,19758,19623,17704,15000,14819,14068,13485,12344,12775,10679,8592,6699,5407,3283,2262,1480,668,235,84
D25005,7678.271828793079,904944,0.312445828384322,0.0346560761635719,0.248534087266345,0.0122853944747781,244754,0.526205904704315,0.931486308701799,0.379499415739886,0.464441847732826,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,40230,41986,41219,44486,42386,35171,32281,31437,30577,24652,21376,16830,13035,9255,6545,4991,2406,1167,599,160,0,38051,41113,40232,42282,44623,35752,36714,34297,33663,26783,26007,18651,15322,10631,8458,5844,3088,1487,978,162,17
D25006,7134.806205626861,1498889,0.3157944775105167,0.037320919611594026,0.26559447051929713,0.015096762984414177,414999,0.5171578726695727,0.9074238733105384,0.37708524598854465,0.42487331294774233,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,65761,69427,68895,71941,68332,57161,53184,51332,51291,42158,37226,30111,23087,16716,12507,8387,4686,2015,927,265,9,61543,66026,66300,69198,70932,58512,59424,56099,53756,46022,43055,32668,26721,18152,14638,9560,5875,2996,1637,300,57
D25007,7678.271828793079,904944,0.312445828384322,0.0346560761635719,0.248534087266345,0.0122853944747781,244754,0.526205904704315,0.931486308701799,0.379499415739886,0.464441847732826,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,40230,41986,41219,44486,42386,35171,32281,31437,30577,24652,21376,16830,13035,9255,6545,4991,2406,1167,599,160,0,38051,41113,40232,42282,44623,35752,36714,34297,33663,26783,26007,18651,15322,10631,8458,5844,3088,1487,978,162,17
D26001,6920.869377266768,381639,0.3708469189161938,0.04864214571943914,,,108053,0.5722562076018248,0.8453444143151974,0.27654021637529735,0.3664775619371976,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,18537,19094,19885,17212,15767,13672,14729,14581,13295,10394,9539,8220,5628,4059,2887,1855,1096,642,223,41,24,18374,19169,18120,17696,15545,14672,14007,14085,13272,10607,9532,7738,5865,4227,3044,2192,1087,696,227,77,27
D26002,7193.051066790592,418366,0.3309197853570047,0.04182326606607122,0.2660155206188047,0.018278154378690386,117282,0.675934926075613,0.9176344196040316,0.32533551610647854,0.4542896608175165,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,20265,21028,21997,20226,16665,15439,15227,16740,17108,12204,9727,6512,5596,3774,2852,1456,854,376,189,35,3,19979,21260,21113,19668,17751,15767,16036,17127,15564,12576,9415,6936,6369,3749,2764,2130,1265,340,217,55,12
D26003,8983.9099895656,883666,0.254329996538732,0.0325371590061819,0.194314612653755,0.013725178128495,257694,0.548363562985557,0.941849635614333,0.39728903272874,0.546396113219555,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,39116,40305,39237,40074,40402,37503,34517,34390,29988,24465,20592,16906,13625,8432,5539,4470,2323,907,370,117,62,40082,38828,37963,38973,43545,38901,37075,33897,30630,26098,23429,20332,14404,9456,6684,4657,3202,1597,447,96,30
D26004,6421.77368132629,369487,0.34749031791839075,0.06116228324034832,0.3179033551481093,0.04106550741482967,106663,0.5593411023503932,0.8555075330714496,0.3139326664354086,0.36162493085699843,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16696,16537,17605,16660,14147,12487,12849,12794,12456,10789,9961,9606,7488,5389,4333,3038,1597,883,271,74,39,15477,16425,16799,15331,13859,12797,13176,12953,12853,11045,10878,8971,6644,5857,4324,2909,1994,959,414,105,18
D26005,8983.9099895656,883666,0.254329996538732,0.0325371590061819,0.194314612653755,0.013725178128495,257694,0.548363562985557,0.941849635614333,0.39728903272874,0.546396113219555,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,39116,40305,39237,40074,40402,37503,34517,34390,29988,24465,20592,16906,13625,8432,5539,4470,2323,907,370,117,62,40082,38828,37963,38973,43545,38901,37075,33897,30630,26098,23429,20332,14404,9456,6684,4657,3202,1597,447,96,30
D26006,6542.641703043345,432916,0.276635650784746,0.028565505298715897,0.287543190486875,0.0200471168947723,128490,0.485454120943264,0.905152151918437,0.3287026227722,0.421013308428672,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,16800,17926,19414,19769,19223,15252,14413,14775,14819,11786,12450,10715,7687,6241,3880,2796,1639,817,149,67,3,17954,17138,18779,20356,20449,15173,14159,17654,15516,13080,13787,11814,8716,6927,4430,3116,1833,899,329,186,0
D26007,5143.540493276458,362755,0.49809512648519666,0.11707659968709919,0.4269969723099177,0.06830556375448486,96638,0.40569962126699605,0.8061735549162855,0.19067033672054437,0.2661271963409841,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,15091,16119,17776,16498,14861,12063,12276,12018,11833,10019,9829,8721,6933,5701,4088,3271,1737,999,396,81,23,14049,16719,16906,16697,14650,12111,12279,12703,12304,9937,10273,8989,7221,5821,4616,3423,2130,1159,289,124,22
D27001,5057.047993149691,346893,0.7100865033461641,0.17466555697040212,0.5590635128482494,0.11504190929672536,94821,0.44935193680724733,0.6694719524156041,0.16505837314518937,0.18732137395724588,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,16756,16860,16774,15952,14071,11788,11441,11513,10966,9369,8536,7354,5215,4308,3008,2585,1270,746,330,170,46,16204,15957,17292,16224,15125,13366,13718,13069,12352,10006,8889,7200,5508,4584,3175,2419,1368,831,266,217,65
D27002,5295.476859918639,447215,0.6561689937877943,0.19638297210637365,0.5573839705766989,0.10907515205949342,117736,0.5468251002242301,0.7588588027451243,0.0990266358632872,0.17390602704355546,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,23283,22799,23173,20868,18845,16830,15004,14522,13004,11573,10692,7048,6363,4927,3266,2488,1746,812,263,225,59,23001,23448,22470,20915,20291,18607,16985,18013,14870,12609,9818,8805,6296,4935,3552,2318,1136,721,409,198,28
D27003,6026.754370164535,340031,0.6397804750777011,0.14818124952755313,0.488815154676183,0.08907346715617102,87766,0.5022901807077914,0.7785475013103023,0.08902080532324587,0.17817833785292747,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,17534,16682,16956,14993,15039,12920,12019,11338,10771,9104,7676,6193,4687,3632,2648,1788,1079,650,210,88,17,16909,16915,16261,15796,15435,13915,14255,13151,11887,9648,7721,6006,5278,4068,2396,2141,1085,598,342,160,40
D27004,7489.339546613305,683998,0.36302816264887,0.0477254762112141,0.289664772331361,0.028868762589065396,196623,0.475015639065623,0.897926488762759,0.321178092084853,0.381140558327357,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,30383,31919,27290,27265,32215,29605,27083,25337,23687,18882,19220,11985,10680,6669,4684,3534,1782,923,290,21,61,26953,27098,28466,29797,33165,30984,31877,29214,24513,22693,19093,14209,11439,7416,5620,3580,1955,1469,651,247,44
