distrito,mpo_inegi
D28006,28043
D28006,28019
D28006,28017
D28006,28029
D28006,28001
D28006,28004
D28006,28011
D28006,28018
D28006,28006
D28006,28008
D28006,28026
D28006,28028
D28006,28031
D30002,30155
D30002,30058
D30002,30083
D30002,30072
D30002,30129
D30002,30027
D30002,30202
D30002,30063
D30002,30078
D30002,30055
D30002,30076
D30002,30180
D30002,30170
D30002,30198
D30002,30056
D31001,31102
D31001,31096
D31001,31019
D31001,31040
D31001,31032
D31001,31085
D31001,31104
D31001,31091
D31001,31006
D31001,31021
D31001,31027
D31001,31057
D31001,31084
D31001,31092
D31001,31029
D31001,31042
D31001,31017
D31001,31022
D31001,31099
D31001,31008
D31001,31070
D31001,31012
D31001,31030
D31001,31097
D31001,31061
D31001,31081
D31001,31043
D31001,31028
D31001,31077
D31001,31031
D31001,31086
D31001,31065
D31001,31071
D31001,31014
D31001,31060
D31002,31041
D31002,31059
D31002,31052
D31002,31038
D31002,31093
D31002,31002
D31002,31013
D31002,31067
D31002,31011
D31002,31090
D31002,31007
D31002,31044
D31002,31034
D31002,31035
D31002,31004
D31002,31095
D31002,31087
D31002,31063
D31002,31009
D31002,31020
D31002,31039
D31002,31078
D31002,31082
D31002,31100
D31002,31026
D31002,31074
D31002,31103
D31002,31051
D31002,31105
D31002,31068
D31002,31054
D31002,31106
D31002,31005
D31002,31088
D31002,31083
D31002,31072
D31004,31050
D31005,31101
D31005,31079
D31005,31089
D31005,31056
D31005,31058
D31005,31048
D31005,31033
D31005,31076
D31005,31098
D31005,31053
D31005,31003
D31005,31080
D31005,31069
D31005,31036
D31005,31055
D31005,31075
D31005,31001
D31005,31047
D31005,31025
D31005,31037
D31005,31015
D31005,31073
D31005,31062
D31005,31094
D31005,31023
D31005,31066
D31005,31049
D31005,31024
D31005,31046
D31005,31018
D31005,31016
D31005,31010
D31005,31045
D31005,31064
D02003,2001
D04002,4003
D04002,4004
D04002,4009
D04002,4011
D04002,4007
D05006,5035
D05006,5017
D05006,5009
D05006,5036
D07003,7059
D07003,7031
D07003,7114
D07003,7082
D07003,7116
D07004,7012
D07004,7074
D07004,7092
D07004,7079
D07004,7068
D07004,7021
D07004,7048
D07004,7062
D07004,7091
D07004,7060
D07004,7067
D07004,7043
D07004,7073
D07004,7018
D07004,7084
D07004,7025
D07004,7033
D07004,7045
D07004,7029
D07004,7090
D07004,7063
D07004,7088
D07007,7097
D07007,7040
D07007,7069
D07007,7051
D07007,7009
D07007,7032
D07007,7071
D07007,7003
D07007,7001
D07013,7089
D07013,7057
D07013,7080
D07013,7037
D07013,7030
D07013,7103
D07013,7006
D07013,7054
D07013,7011
D07013,7070
D07013,7053
D07013,7010
D07013,7036
D08003,8037
D08004,8037
D09006,9010
D09006,9008
D09007,9005
D09010,9016
D09011,9017
D09016,9010
D09023,9003
D09024,9003
D09024,9013
D10002,10007
D10002,10013
D10002,10036
D10002,10018
D10002,10009
D10002,10017
D10002,10011
D10002,10010
D10002,10025
D10002,10030
D10003,10012
D10003,10004
D10003,10008
D10003,10001
D10003,10039
D10003,10022
D10003,10016
D10003,10024
D10003,10015
D10003,10028
D10003,10020
D10003,10021
D10003,10006
D10003,10031
D10003,10027
D10003,10003
D10003,10029
D12003,12038
D12003,12021
D12003,12057
D12003,12011
D12003,12048
D12003,12068
D12003,12014
D12003,12016
D12007,12029
D12007,12075
D12007,12032
D12007,12040
D13001,13028
D13001,13073
D13001,13046
D13001,13062
D13001,13080
D13001,13025
D13001,13011
D13001,13078
D13001,13014
D13001,13068
D13001,13026
D13001,13032
D13001,13042
D13001,13034
D13001,13079
D15003,15042
D15003,15014
D15003,15047
D15003,15048
D15003,15064
D15012,15039
D15022,15057
D15023,15051
D15023,15101
D15023,15062
D15023,15019
D15023,15063
D15023,15043
D15023,15012
D15023,15006
D15023,15098
D15025,15031
D15028,15120
D15028,15035
D15028,15036
D15028,15096
D15028,15010
D15029,15058
D15030,15031
D15030,15029
D15031,15058
D15035,15088
D15035,15090
D15035,15113
D15035,15021
D15035,15040
D15035,15086
D15035,15052
D15035,15097
D15035,15119
D15035,15049
D15035,15072
D15035,15107
D16008,16053
D18002,18017
D18003,18020
D18003,18004
D18003,18008
D18003,18006
D18003,18014
D18003,18007
D18003,18002
D18003,18019
D18003,18003
D18003,18013
D20001,20184
D20001,20002
D20001,20044
D20001,20278
D20001,20559
D20001,20232
D20001,20021
D20001,20468
D20001,20166
D20001,20417
D20001,20009
D20006,20397
D20006,20469
D20006,20073
D20006,20447
D20006,20450
D20006,20242
D20006,20377
D20006,20549
D20006,20016
D20006,20026
D20006,20348
D20006,20500
D20006,20229
D20006,20261
D20006,20105
D20006,20520
D20006,20208
D20006,20537
D20006,20392
D20006,20446
D20006,20210
D20006,20516
D20006,20491
D20006,20037
D20006,20484
D20006,20269
D20006,20020
D20006,20532
D20006,20133
D20006,20352
D20006,20055
D20006,20050
D20006,20137
D20006,20286
D20006,20567
D20006,20566
D20006,20379
D20006,20088
D20006,20164
D20006,20381
D20006,20297
D20006,20259
D20006,20240
D20006,20448
D20006,20152
D20006,20252
D20006,20481
D20006,20081
D20006,20372
D20006,20445
D20006,20110
D20006,20346
D20006,20237
D20006,20183
D20006,20529
D20006,20245
D20006,20317
D20006,20065
D20006,20011
D20006,20034
D20006,20251
D20006,20382
D20006,20371
D20006,20239
D20006,20127
D20006,20032
D20006,20528
D20006,20290
D20006,20230
D20006,20501
D20006,20086
D20006,20480
D20006,20320
D20006,20510
D20006,20199
D20006,20186
D20006,20218
D20006,20461
D20006,20408
D20006,20099
D20006,20444
D20006,20376
D20009,20482
D20009,20318
D20009,20334
D20009,20467
D20009,20386
D20009,20526
D20009,20364
D20009,20466
D20009,20312
D20009,20414
D20009,20188
D20009,20185
D20009,20070
D20009,20300
D20009,20272
D20009,20090
D20009,20225
D20009,20543
D20009,20489
D20009,20415
D20009,20153
D20009,20202
D20009,20302
D20009,20367
D20009,20497
D20009,20213
D20009,20111
D20009,20082
D20009,20345
D20009,20285
D20009,20507
D20009,20474
D20009,20076
D20009,20485
D20009,20180
D20009,20433
D20009,20158
D20009,20314
D20009,20477
D20009,20056
D20009,20402
D20009,20168
D21005,21132
D21005,21074
D21005,21180
D21005,21143
D21005,21048
D21005,21134
D21005,21026
D21005,21102
D21005,21136
D21005,21138
D21005,21122
D21005,21060
D21005,21181
D21007,21114
D21007,21015
D21007,21164
D21007,21001
D21007,21004
D21007,21104
D21007,21118
D21007,21153
D21007,21163
D21007,21152
D21007,21040
D21007,21038
D21007,21097
D21010,21119
D21010,21140
D21010,21041
D21010,21034
D21010,21090
D21010,21125
D21010,21126
D21014,21154
D21014,21003
D21014,21205
D21014,21189
D21014,21169
D21014,21047
D21014,21144
D21014,21087
D21014,21157
D21014,21112
D21014,21191
D21014,21151
D21014,21073
D21014,21150
D21014,21193
D21014,21020
D21014,21098
D21014,21203
D21014,21070
D21014,21147
D21014,21066
D21014,21155
D21014,21079
D21014,21182
D21014,21055
D21014,21206
D21014,21113
D21014,21159
D21014,21081
D21014,21171
D21014,21139
D21014,21127
D21014,21141
D21014,21007
D21014,21042
D21014,21160
D21014,21031
D21014,21059
D21014,21009
D21014,21011
D21014,21196
D21014,21032
D21014,21056
D21014,21190
D21014,21198
D21014,21052
D21014,21024
D21014,21131
D21014,21146
D21014,21135
D21014,21095
D23002,23004
D23002,23002
D23002,23010
D23002,23006
D26001,26055
D26001,26017
D26001,26048
D26001,26070
D26001,26004
D26001,26047
D26001,26064
D26001,26060
D26001,26065
D26001,26007
D26001,26046
D26003,26030
D26005,26030
D28007,28003
D28007,28009
D28009,28032
D29001,29013
D29001,29005
D29001,29034
D29001,29031
D29001,29039
D29001,29026
D29001,29007
D29001,29004
D29001,29038
D29001,29008
D29001,29030
D29001,29037
D29001,29016
D29001,29003
D29001,29052
D29001,29035
D29001,29009
D29001,29046
D29001,29047
D30015,30118
D30015,30085
D30015,30047
D30015,30138
D30015,30101
D30015,30127
D30015,30081
D30015,30022
D30015,30029
D30015,30008
D30017,30003
D30017,30045
D30017,30207
D30017,30077
D30017,30130
D30017,30094
D30017,30208
D30017,30169
D30017,30212
D30017,30054
D30017,30084
D30017,30119
D30017,30176
D30017,30190
