distrito,AdultosMayores,ApoyoMadresTrab,BecasUniv,BenitoJuarez,BienestarDiscapacitados,CreditoGanaPalabra,FertiGuerrero,JoCuFu,MediaSuperior,MejoramientoUrbano-RYCJ,MejoUrbano-VAB,PNR-ReconstruViv,PrBiPeEmSoNa,ProdBienProdCafe,ProdBienProdCanaAzu,ProdBienProdIndig,ProdBienPyMProd,SembrandoVida
D19001,21837,141,111.0,213,924,0.0,0.0,167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,157,0.0
D19002,65064,966,315.0,2391,4786,0.0,0.0,1413,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,473,2.0
D19003,11174,228,68.0,1729,1957,0.0,0.0,386,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,161,0.0
D19004,51800,637,247.0,437,2441,0.0,0.0,977,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,276,1.0
D19005,101662,480,1853.0,4768,3090,0.0,0.0,763,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,422,0.0
D19006,104459,592,1870.0,6162,4043,0.0,0.0,900,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,491,0.0
D19007,118490,725,2124.0,6843,5285,0.0,0.0,1264,76.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,678,1.0
D19008,58402,838,51.0,1641,3633,0.0,0.0,1083,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,441,0.0
D19009,39555,400,1101.0,4724,2114,0.0,0.0,1545,1319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9784,0.0
D19010,101662,480,1853.0,4768,3090,0.0,0.0,763,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,422,0.0
D19011,149525,1081,1897.0,7157,6234,0.0,0.0,1430,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,733,0.0
D19012,26329,644,32.0,1941,3531,0.0,0.0,959,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,544,0.0
D20001,29113,543,1824.0,10117,4467,48.0,0.0,5626,827.0,0.0,0.0,0.0,0.0,619.0,4339.0,2013.0,8057,7.0
D20002,35158,430,577.0,10760,3956,0.0,0.0,3524,2316.0,0.0,0.0,0.0,0.0,2229.0,87.0,5635.0,20810,0.0
D20003,33504,684,2097.0,9497,2480,0.0,0.0,5264,1061.0,0.0,0.0,0.0,0.0,2.0,5.0,426.0,12914,0.0
D20004,39586,595,724.0,8639,3127,1.0,0.0,3710,2893.0,0.0,0.0,0.0,0.0,3546.0,4.0,2582.0,18953,0.0
D20005,33573,375,1575.0,10280,4020,7.0,0.0,6241,3357.0,0.0,0.0,495.0,0.0,2280.0,2.0,1502.0,23172,0.0
D20006,37938,179,972.0,9211,4226,0.0,6.0,4308,3608.0,0.0,0.0,0.0,0.0,1349.0,1.0,2703.0,26884,0.0
D20007,36617,238,1580.0,8363,4933,44.0,0.0,7502,1704.0,0.0,0.0,1477.0,0.0,693.0,3.0,737.0,17970,0.0
D20008,25907,1218,3273.0,3519,1128,0.0,0.0,5278,1151.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,501,0.0
D20009,25761,170,1092.0,5519,4113,0.0,0.0,2721,1274.0,0.0,0.0,0.0,0.0,1400.0,0.0,3497.0,24925,0.0
D20010,31191,202,1628.0,14230,4969,0.0,0.0,4174,2225.0,0.0,0.0,0.0,0.0,1891.0,2.0,332.0,24261,0.0
D21001,27629,327,1845.0,19936,3920,0.0,1.0,6512,3044.0,0.0,0.0,0.0,0.0,4430.0,5.0,100.0,3760,546.0
D21002,31709,524,2180.0,11845,4344,0.0,0.0,3631,3713.0,0.0,0.0,0.0,0.0,1657.0,109.0,1263.0,14856,3088.0
D21003,26936,426,2685.0,9857,2606,0.0,0.0,2891,1471.0,0.0,0.0,0.0,0.0,806.0,20.0,696.0,4800,2115.0
D21004,24305,321,375.0,14275,4523,0.0,0.0,1595,3068.0,0.0,0.0,0.0,0.0,713.0,748.0,864.0,15705,0.0
D21005,22764,866,910.0,4157,1997,0.0,0.0,1173,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6200,0.0
D21006,100704,1844,6987.0,15573,2977,0.0,1.0,5602,293.0,0.0,0.0,0.0,0.0,4.0,42.0,3.0,3243,21.0
D21007,118336,2239,7496.0,20103,5891,0.0,1.0,6370,1160.0,0.0,0.0,1.0,0.0,5.0,74.0,8.0,11648,21.0
D21008,23779,291,1169.0,13040,3498,0.0,1.0,2139,744.0,0.0,0.0,0.0,0.0,235.0,75.0,1.0,21298,780.0
D21009,103840,2079,7301.0,16398,3300,0.0,1.0,5922,293.0,0.0,0.0,0.0,0.0,4.0,44.0,3.0,3288,21.0
D21010,18406,816,541.0,5153,1962,0.0,1.0,1325,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,931,1.0
D21011,100704,1844,6987.0,15573,2977,0.0,1.0,5602,293.0,0.0,0.0,0.0,0.0,4.0,42.0,3.0,3243,21.0
D21012,100704,1844,6987.0,15573,2977,0.0,1.0,5602,293.0,0.0,0.0,0.0,0.0,4.0,42.0,3.0,3243,21.0
D21013,29800,392,442.0,10039,3330,0.0,1.0,1512,448.0,0.0,0.0,26.0,0.0,16.0,3003.0,21.0,6103,0.0
D21014,34485,186,1860.0,7004,4890,0.0,2.0,1474,899.0,0.0,0.0,32.0,0.0,25.0,159.0,184.0,13114,0.0
D21015,20078,789,3449.0,9714,2627,0.0,0.0,2519,86.0,0.0,0.0,0.0,0.0,3.0,22.0,50.0,4401,3.0
D22001,20856,236,319.0,7396,2524,0.0,0.0,2593,2022.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5870,0.0
D22002,17700,566,1309.0,8626,1690,0.0,0.0,1954,1192.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3367,0.0
D22003,46645,1350,1901.0,9471,2894,0.0,1.0,2597,617.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1951,0.0
D22004,46645,1350,1901.0,9471,2894,0.0,1.0,2597,617.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1951,0.0
D22005,18645,473,142.0,5404,2267,0.0,0.0,3034,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5384,0.0
D23001,30089,1106,1118.0,9302,3660,39.0,0.0,4141,589.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1745,982.0
D23002,22757,535,2646.0,9745,3095,146.0,1.0,10213,1266.0,0.0,0.0,0.0,0.0,0.0,717.0,3.0,17336,3904.0
D23003,19783,574,986.0,5101,2232,0.0,0.0,2207,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,75,5.0
D23004,26159,771,1100.0,7921,3134,39.0,0.0,3736,589.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1146,982.0
D24001,27003,648,556.0,6049,2129,0.0,0.0,723,1470.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15217,0.0
D24002,20746,760,845.0,5940,1727,0.0,0.0,725,26.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3083,0.0
D24003,33762,560,1186.0,6710,3321,0.0,0.0,2079,1015.0,0.0,0.0,0.0,0.0,0.0,38.0,162.0,13393,0.0
D24004,25172,466,990.0,5833,2592,0.0,0.0,4981,892.0,0.0,0.0,0.0,0.0,0.0,4167.0,0.0,2960,0.0
D24005,47868,1615,2214.0,5112,1698,0.0,0.0,1789,223.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1447,0.0
D24006,47868,1615,2214.0,5112,1698,0.0,0.0,1789,223.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1447,0.0
D24007,35929,314,1635.0,15213,4812,0.0,0.0,3066,1558.0,0.0,0.0,0.0,0.0,1362.0,492.0,1.0,9283,0.0
D25001,44379,1810,827.0,5400,3018,0.0,0.0,1377,1732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5898,0.0
D25002,29420,1111,2337.0,3374,2611,0.0,0.0,1633,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174,0.0
D25003,37659,982,419.0,7492,3363,0.0,0.0,3484,1208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8753,0.0
D25004,35159,819,2086.0,8411,3815,0.0,0.0,1845,969.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3835,0.0
D25005,54395,2800,1772.0,6551,5525,0.0,1.0,5301,83.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,4481,4.0
D25006,93165,4508,2544.0,10416,8018,0.0,1.0,6421,1874.0,0.0,0.0,0.0,0.0,0.0,285.0,1.0,9741,4.0
D25007,54395,2800,1772.0,6551,5525,0.0,1.0,5301,83.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,4481,4.0
D26001,20996,235,221.0,1887,3271,0.0,12.0,256,783.0,0.0,351.0,0.0,0.0,31.0,6.0,22.0,361,0.0
D26002,20925,212,258.0,799,1137,0.0,0.0,423,56.0,0.0,231.0,0.0,0.0,0.0,2.0,0.0,149,0.0
D26003,45201,1250,1087.0,415,2866,0.0,0.0,2191,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.0
D26004,27710,462,366.0,1068,2410,0.0,0.0,552,649.0,0.0,0.0,0.0,376.0,0.0,1.0,1.0,882,0.0
D26005,45201,1250,1087.0,415,2866,0.0,0.0,2191,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.0
D26006,29876,678,665.0,2197,2674,0.0,1.0,721,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,483,0.0
D26007,29017,1054,1824.0,3605,3044,0.0,0.0,1422,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2601,0.0
D27001,20895,420,1549.0,11810,2308,152.0,0.0,25645,823.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,6135,24566.0
D27002,21587,389,1496.0,16956,6145,0.0,0.0,14733,1204.0,0.0,0.0,0.0,0.0,0.0,2455.0,0.0,3254,8691.0
D27003,17998,547,5074.0,12629,3331,0.0,0.0,14913,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,1415,4694.0
D27004,33945,1732,6872.0,10474,2351,72.0,0.0,18154,122.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,980,4133.0
D27005,20932,518,1130.0,9263,2922,45.0,0.0,28198,210.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2178,5257.0
D27006,43081,2085,8051.0,12866,3734,153.0,0.0,27610,839.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,2888,11663.0
D28001,17957,125,422.0,4025,1572,0.0,0.0,717,0.0,69.0,0.0,0.0,0.0,0.0,4.0,0.0,72,0.0
D28002,31661,338,725.0,8964,2905,0.0,0.0,1329,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1421,2.0
D28003,41302,564,887.0,15400,3173,0.0,0.0,1883,220.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,6373,0.0
D28004,22866,322,804.0,9088,1695,0.0,0.0,924,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1079,0.0
D28005,28117,1453,2348.0,4283,2088,13.0,0.0,3200,168.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3070,0.0
D28006,35671,544,657.0,4661,3132,55.0,0.0,7911,682.0,0.0,0.0,0.0,0.0,1.0,1101.0,0.0,11057,0.0
D28007,26728,906,1105.0,4491,2445,0.0,0.0,3341,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,750,0.0
D28008,43116,993,1331.0,2303,2103,0.0,0.0,2323,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,242,0.0
D28009,26115,287,649.0,8299,2556,0.0,0.0,972,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1362,2.0
D29001,24565,1594,938.0,7199,2413,0.0,1.0,9427,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16740,0.0
D29002,23970,1926,1453.0,5753,1821,0.0,0.0,7357,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1190,0.0
D29003,33060,1858,1185.0,6016,2010,0.0,0.0,10940,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9951,0.0
D30001,30577,680,538.0,3317,2062,119.0,0.0,3582,621.0,0.0,0.0,0.0,0.0,1.0,1701.0,11.0,3014,0.0
D30002,35606,292,1157.0,7712,3926,76.0,0.0,4472,4855.0,0.0,0.0,0.0,0.0,299.0,10.0,3580.0,19189,1130.0
D30003,28616,514,2161.0,5806,2527,99.0,0.0,1531,68.0,0.0,0.0,0.0,0.0,1.0,11.0,7.0,2810,1590.0
D30004,43524,689,1695.0,3950,3191,1.0,0.0,2589,223.0,0.0,0.0,0.0,0.0,3.0,192.0,0.0,334,6.0
D30005,27799,461,2260.0,8428,1969,22.0,0.0,3301,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1111,1094.0
D30006,36787,581,288.0,8535,4146,0.0,0.0,7833,247.0,0.0,0.0,0.0,0.0,499.0,52.0,1.0,4831,6778.0
D30007,30095,228,1206.0,6242,3451,0.0,0.0,5671,168.0,0.0,0.0,0.0,0.0,2448.0,27.0,2.0,4632,1809.0
D30008,64082,1751,6582.0,5941,3620,64.0,0.0,20690,104.0,0.0,0.0,0.0,0.0,6602.0,2695.0,1.0,6815,1060.0
D30009,24734,944,376.0,6466,2958,0.0,0.0,6348,246.0,0.0,0.0,0.0,0.0,2937.0,1024.0,6.0,5679,1674.0
D30010,35394,1084,6267.0,3401,1708,0.0,0.0,11299,0.0,0.0,0.0,0.0,0.0,262.0,257.0,0.0,310,2.0
D30011,27218,219,2342.0,4063,2040,33.0,0.0,3679,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,296,795.0
D30012,63654,986,2622.0,5543,4130,1.0,0.0,3959,223.0,0.0,0.0,0.0,0.0,5.0,571.0,1.0,1614,391.0
D30013,33301,340,3040.0,5156,2335,143.0,0.0,4240,245.0,0.0,0.0,0.0,0.0,2247.0,6998.0,100.0,6851,5343.0
D30014,28050,161,2602.0,8620,3146,273.0,0.0,4447,2445.0,0.0,0.0,0.0,0.0,1.0,19.0,71.0,8033,6459.0
D30015,29997,1103,1358.0,3328,2457,0.0,0.0,5423,66.0,0.0,0.0,0.0,0.0,582.0,634.0,0.0,2701,2949.0
D30016,30389,1541,255.0,3982,2967,0.0,0.0,4009,29.0,0.0,0.0,0.0,0.0,2851.0,2447.0,2.0,871,1329.0
D30017,34712,390,1739.0,4764,2474,137.0,0.0,11225,210.0,0.0,0.0,0.0,0.0,3.0,5666.0,389.0,6325,4988.0
D30018,27553,304,914.0,10407,3150,0.0,0.0,5349,1026.0,0.0,0.0,0.0,0.0,3538.0,3169.0,2116.0,9257,6928.0
D30019,34102,576,1457.0,6576,2364,35.0,0.0,5525,77.0,0.0,0.0,0.0,0.0,33.0,2049.0,16.0,6737,1996.0
D30020,25648,232,414.0,5197,3183,112.0,0.0,7741,2322.0,0.0,0.0,0.0,0.0,627.0,168.0,414.0,6582,5482.0
D31001,31774,592,1673.0,10511,4099,324.0,0.0,4410,401.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,16043,2865.0
D31002,27857,1653,903.0,3851,4667,15.0,0.0,3757,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1066,969.0
D31003,67488,2337,1863.0,3803,3759,8.0,0.0,6494,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,123,14.0
D31004,67488,2337,1863.0,3803,3759,8.0,0.0,6494,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,123,14.0
D31005,30917,301,1202.0,9329,4479,53.0,0.0,6956,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10572,942.0
D32001,25079,833,636.0,4148,2037,221.0,0.0,1883,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13596,0.0
D32002,39992,906,614.0,3999,1654,278.0,0.0,6063,1683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12774,0.0
D32003,28449,1022,1253.0,4614,1707,275.0,0.0,4618,922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17420,0.0
D32004,22968,1421,906.0,5316,1972,104.0,0.0,4222,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14947,0.0
