cve_ent,29-01-2020,30-01-2020,31-01-2020,01-02-2020,02-02-2020,03-02-2020,04-02-2020,05-02-2020,06-02-2020,07-02-2020,08-02-2020,09-02-2020,10-02-2020,11-02-2020,12-02-2020,13-02-2020,14-02-2020,15-02-2020,16-02-2020,17-02-2020,18-02-2020,19-02-2020,20-02-2020,21-02-2020,22-02-2020,23-02-2020,24-02-2020,25-02-2020,26-02-2020,27-02-2020,28-02-2020,29-02-2020,01-03-2020,02-03-2020,03-03-2020,04-03-2020,05-03-2020,06-03-2020,07-03-2020,08-03-2020,09-03-2020,10-03-2020,11-03-2020,12-03-2020,13-03-2020,14-03-2020,15-03-2020,16-03-2020,17-03-2020,18-03-2020,19-03-2020,20-03-2020,21-03-2020,22-03-2020,23-03-2020,24-03-2020,25-03-2020,26-03-2020,27-03-2020,28-03-2020,29-03-2020,30-03-2020,31-03-2020,01-04-2020,02-04-2020,03-04-2020,04-04-2020,05-04-2020,06-04-2020,07-04-2020,08-04-2020,09-04-2020,10-04-2020,11-04-2020,12-04-2020,13-04-2020,14-04-2020,15-04-2020,16-04-2020,17-04-2020,18-04-2020,19-04-2020,20-04-2020,21-04-2020,22-04-2020,23-04-2020,24-04-2020,25-04-2020,26-04-2020,27-04-2020,28-04-2020,29-04-2020,30-04-2020,01-05-2020,02-05-2020,03-05-2020,04-05-2020,05-05-2020,06-05-2020,07-05-2020,08-05-2020,09-05-2020,10-05-2020,11-05-2020,12-05-2020,13-05-2020,14-05-2020,15-05-2020,16-05-2020,17-05-2020,18-05-2020,19-05-2020,20-05-2020,21-05-2020,22-05-2020,23-05-2020,24-05-2020,25-05-2020,26-05-2020,27-05-2020,28-05-2020,29-05-2020,30-05-2020,31-05-2020,01-06-2020,02-06-2020,03-06-2020,04-06-2020,05-06-2020,06-06-2020,07-06-2020,08-06-2020,09-06-2020,10-06-2020,11-06-2020,12-06-2020,13-06-2020,14-06-2020,15-06-2020,16-06-2020,17-06-2020,18-06-2020,19-06-2020,20-06-2020,21-06-2020,22-06-2020,23-06-2020,24-06-2020,25-06-2020,26-06-2020,27-06-2020,28-06-2020,29-06-2020,30-06-2020,01-07-2020,02-07-2020,03-07-2020,04-07-2020,05-07-2020,06-07-2020,07-07-2020,08-07-2020,09-07-2020,10-07-2020,11-07-2020,12-07-2020,13-07-2020,14-07-2020,15-07-2020,16-07-2020,17-07-2020,18-07-2020,19-07-2020,20-07-2020,21-07-2020,22-07-2020,23-07-2020,24-07-2020,25-07-2020,26-07-2020,27-07-2020,28-07-2020,29-07-2020,30-07-2020,31-07-2020,01-08-2020,02-08-2020,03-08-2020,04-08-2020,05-08-2020,06-08-2020,07-08-2020,08-08-2020,09-08-2020,10-08-2020,11-08-2020,12-08-2020,13-08-2020,14-08-2020,15-08-2020,16-08-2020,17-08-2020,18-08-2020,19-08-2020,20-08-2020,21-08-2020,22-08-2020,23-08-2020,24-08-2020,25-08-2020,26-08-2020,27-08-2020,28-08-2020,29-08-2020,30-08-2020,31-08-2020,01-09-2020,02-09-2020,03-09-2020,04-09-2020,05-09-2020,06-09-2020,07-09-2020,08-09-2020,09-09-2020,10-09-2020,11-09-2020,12-09-2020,13-09-2020,14-09-2020,15-09-2020,16-09-2020,17-09-2020,18-09-2020,19-09-2020,20-09-2020,21-09-2020,22-09-2020,23-09-2020,24-09-2020,25-09-2020,26-09-2020,27-09-2020,28-09-2020,29-09-2020,30-09-2020,01-10-2020,02-10-2020,03-10-2020,04-10-2020,05-10-2020,06-10-2020,07-10-2020,08-10-2020,09-10-2020,10-10-2020,11-10-2020,12-10-2020,13-10-2020,14-10-2020,15-10-2020,16-10-2020,17-10-2020,18-10-2020,19-10-2020,20-10-2020,21-10-2020,22-10-2020,23-10-2020,24-10-2020,25-10-2020,26-10-2020,27-10-2020,28-10-2020,29-10-2020,30-10-2020,31-10-2020,01-11-2020,02-11-2020,03-11-2020,04-11-2020,05-11-2020,06-11-2020,07-11-2020,08-11-2020,09-11-2020,10-11-2020,11-11-2020,12-11-2020,13-11-2020,14-11-2020,15-11-2020,16-11-2020,17-11-2020,18-11-2020,19-11-2020,20-11-2020,21-11-2020,22-11-2020,23-11-2020,24-11-2020,25-11-2020,26-11-2020,27-11-2020,28-11-2020,29-11-2020,30-11-2020,01-12-2020,02-12-2020,03-12-2020,04-12-2020,05-12-2020,06-12-2020,07-12-2020,08-12-2020,09-12-2020,10-12-2020,11-12-2020,12-12-2020,13-12-2020,14-12-2020,15-12-2020,16-12-2020,17-12-2020,18-12-2020,19-12-2020,20-12-2020,21-12-2020,22-12-2020,23-12-2020,24-12-2020,25-12-2020,26-12-2020,27-12-2020,28-12-2020,29-12-2020,30-12-2020,31-12-2020,01-01-2021,02-01-2021,03-01-2021,04-01-2021,05-01-2021,06-01-2021,07-01-2021,08-01-2021,09-01-2021,10-01-2021,11-01-2021,12-01-2021,13-01-2021,14-01-2021,15-01-2021,16-01-2021,17-01-2021,18-01-2021,19-01-2021,20-01-2021,21-01-2021,22-01-2021,23-01-2021,24-01-2021,25-01-2021,26-01-2021,27-01-2021,28-01-2021,29-01-2021,30-01-2021,31-01-2021,01-02-2021,02-02-2021,03-02-2021,04-02-2021,05-02-2021,06-02-2021,07-02-2021,08-02-2021,09-02-2021,10-02-2021,11-02-2021,12-02-2021,13-02-2021,14-02-2021,15-02-2021,16-02-2021,17-02-2021,18-02-2021,19-02-2021,20-02-2021,21-02-2021,22-02-2021,23-02-2021,24-02-2021,25-02-2021,26-02-2021,27-02-2021,28-02-2021,01-03-2021,02-03-2021,03-03-2021,04-03-2021,05-03-2021,06-03-2021,07-03-2021,08-03-2021,09-03-2021,10-03-2021,11-03-2021,12-03-2021,13-03-2021,14-03-2021,15-03-2021,16-03-2021,17-03-2021,18-03-2021,19-03-2021,20-03-2021,21-03-2021,22-03-2021,23-03-2021,24-03-2021,25-03-2021,26-03-2021,27-03-2021,28-03-2021,29-03-2021,30-03-2021,31-03-2021,01-04-2021,02-04-2021,03-04-2021,04-04-2021,05-04-2021,06-04-2021,07-04-2021,08-04-2021,09-04-2021,10-04-2021,11-04-2021,12-04-2021,13-04-2021,14-04-2021,15-04-2021,16-04-2021,17-04-2021,18-04-2021,19-04-2021,20-04-2021,21-04-2021,22-04-2021,23-04-2021,24-04-2021,25-04-2021,26-04-2021,27-04-2021,28-04-2021,29-04-2021,30-04-2021,01-05-2021,02-05-2021,03-05-2021,04-05-2021,05-05-2021,06-05-2021,07-05-2021,08-05-2021,09-05-2021,10-05-2021,11-05-2021,12-05-2021,13-05-2021,14-05-2021,15-05-2021,16-05-2021,17-05-2021,18-05-2021,19-05-2021,20-05-2021,21-05-2021,22-05-2021,23-05-2021,24-05-2021,25-05-2021,26-05-2021,27-05-2021,28-05-2021,29-05-2021,30-05-2021,31-05-2021,01-06-2021,02-06-2021,03-06-2021,04-06-2021,05-06-2021,06-06-2021,07-06-2021,08-06-2021,09-06-2021,10-06-2021,11-06-2021,12-06-2021,13-06-2021,14-06-2021,15-06-2021,16-06-2021,17-06-2021,18-06-2021,19-06-2021,20-06-2021,21-06-2021,22-06-2021,23-06-2021,24-06-2021,25-06-2021,26-06-2021,27-06-2021,28-06-2021,29-06-2021,30-06-2021,01-07-2021,02-07-2021,03-07-2021,04-07-2021,05-07-2021,06-07-2021,07-07-2021,08-07-2021,09-07-2021,10-07-2021,11-07-2021,12-07-2021,13-07-2021,14-07-2021,15-07-2021,16-07-2021,17-07-2021,18-07-2021
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,6,8,9,10,14,14,31,35,41,46,49,53,54,54,55,57,57,59,64,66,67,67,70,71,73,82,85,97,104,121,135,138,155,168,179,200,211,212,219,237,269,287,314,318,321,326,376,388,406,430,442,442,447,459,501,517,541,566,570,577,615,634,663,690,714,732,742,785,821,858,903,947,965,986,1051,1105,1166,1208,1271,1295,1319,1398,1460,1523,1596,1649,1684,1707,1787,1851,1922,1986,2057,2078,2097,2170,2222,2273,2338,2393,2407,2417,2458,2494,2574,2651,2723,2734,2743,2838,2954,3004,3044,3128,3146,3174,3262,3337,3428,3508,3585,3604,3617,3680,3754,3809,3877,3948,3969,3989,4058,4121,4178,4235,4304,4335,4354,4425,4490,4539,4581,4622,4644,4664,4746,4794,4861,4917,4971,4982,5017,5116,5196,5265,5328,5386,5417,5453,5540,5616,5694,5743,5807,5851,5884,5983,6050,6116,6192,6237,6258,6284,6360,6413,6476,6532,6579,6597,6612,6683,6705,6736,6822,6876,6913,6952,7028,7098,7174,7250,7298,7324,7349,7447,7542,7630,7685,7750,7767,7807,7901,7986,8058,8138,8205,8225,8280,8386,8479,8579,8669,8751,8784,8832,8979,9074,9188,9307,9429,9485,9527,9724,9908,10067,10240,10401,10462,10510,10707,10917,11104,11267,11445,11495,11562,11830,12048,12241,12438,12595,12651,12700,12780,13061,13305,13521,13713,13758,13817,14100,14338,14532,14700,14845,14891,14946,15172,15375,15533,15670,15785,15825,15872,16020,16156,16270,16371,16465,16491,16518,16636,16753,16847,16952,17052,17083,17112,17244,17358,17439,17486,17498,17534,17574,17701,17825,17928,17974,18001,18059,18100,18237,18374,18514,18657,18813,18873,18918,19142,19325,19492,19627,19797,19840,19883,20102,20330,20528,20713,20873,20940,20995,21203,21366,21491,21621,21725,21754,21790,21844,21986,22106,22206,22300,22331,22362,22484,22570,22651,22739,22796,22814,22834,22927,23002,23077,23162,23224,23252,23272,23370,23445,23525,23595,23665,23680,23696,23791,23868,23931,23999,24053,24071,24090,24179,24224,24290,24354,24404,24414,24425,24443,24541,24587,24633,24678,24752,24767,24815,24862,24895,24941,24975,25041,25055,25118,25166,25207,25225,25234,25249,25264,25335,25386,25430,25463,25518,25537,25564,25625,25658,25701,25745,25778,25783,25791,25837,25860,25887,25921,25949,25964,25983,26015,26048,26085,26114,26137,26141,26149,26178,26199,26219,26254,26273,26291,26302,26312,26347,26364,26387,26412,26415,26421,26441,26454,26467,26482,26497,26499,26503,26519,26530,26543,26555,26566,26571,26575,26584,26595,26604,26616,26625,26633,26636,26647,26660,26665,26686,26691,26691,26692,26703,26712,26716,26722,26727,26728,26732,26742,26754,26761,26769,26775,26777,26777,26790,26809,26825,26835,26842,26844,26848,26862,26876,26887,26908,26926,26929,26934,26966,27010,27048,27076,27095,27095,27095
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,5,9,14,20,23,25,35,44,51,63,79,86,109,139,184,252,284,327,356,377,457,501,563,624,681,717,768,853,968,1077,1173,1284,1338,1401,1521,1637,1740,1864,1971,2043,2120,2245,2358,2478,2573,2673,2762,2857,3007,3156,3284,3411,3554,3630,3702,3837,3966,4097,4215,4365,4439,4511,4730,4886,5060,5298,5512,5581,5664,5803,5941,6074,6198,6318,6403,6479,6637,6812,6979,7134,7287,7398,7471,7647,7826,7980,8131,8247,8336,8430,8617,8807,8957,9105,9284,9376,9439,9651,9847,10028,10205,10385,10495,10558,10765,10966,11152,11347,11514,11587,11687,11903,12116,12331,12497,12629,12691,12769,12939,13119,13304,13465,13610,13697,13792,13959,14101,14244,14368,14507,14588,14652,14804,14939,15065,15198,15353,15425,15490,15641,15789,15908,16021,16134,16198,16244,16424,16543,16656,16767,16868,16909,16959,17128,17256,17379,17516,17615,17661,17708,17858,17967,18061,18175,18285,18325,18363,18557,18744,18902,19066,19191,19256,19294,19455,19582,19697,19806,19918,19957,19990,20107,20160,20194,20320,20424,20464,20502,20600,20705,20812,20891,20972,21000,21029,21142,21241,21369,21478,21562,21611,21642,21784,21922,22053,22145,22220,22264,22301,22433,22568,22703,22830,22922,22972,23023,23178,23322,23469,23604,23757,23803,23845,24009,24134,24254,24342,24437,24488,24534,24682,24812,24960,25060,25178,25243,25295,25450,25557,25686,25785,25883,25954,26015,26090,26285,26520,26743,26955,27084,27191,27539,27857,28185,28502,28778,28899,29012,29349,29746,30050,30342,30610,30773,30888,31243,31622,31954,32275,32593,32752,32894,33255,33604,33937,34251,34491,34613,34756,35163,35481,35736,35911,36005,36148,36282,36654,36982,37219,37412,37530,37656,37787,38158,38551,38884,39228,39524,39643,39747,40115,40415,40729,41001,41252,41344,41423,41738,41952,42170,42393,42603,42686,42751,42947,43188,43363,43548,43680,43740,43789,43850,44024,44167,44298,44405,44450,44496,44644,44747,44843,44954,45042,45075,45108,45215,45280,45334,45392,45445,45477,45502,45588,45649,45722,45790,45855,45879,45903,45983,46062,46135,46204,46265,46285,46310,46378,46441,46484,46535,46566,46578,46588,46606,46658,46691,46740,46764,46782,46794,46871,46928,46979,47037,47079,47095,47105,47170,47215,47262,47294,47315,47326,47340,47403,47437,47481,47525,47567,47584,47591,47644,47687,47732,47767,47804,47811,47825,47894,47940,47967,48013,48054,48074,48098,48168,48205,48244,48281,48317,48329,48347,48412,48457,48502,48548,48615,48639,48659,48703,48815,48876,48942,49000,49009,49026,49091,49152,49197,49250,49296,49313,49327,49394,49438,49478,49528,49576,49596,49609,49698,49753,49812,49848,49890,49911,49921,49974,50016,50050,50072,50127,50136,50152,50220,50274,50340,50391,50419,50426,50445,50513,50567,50616,50660,50711,50729,50749,50821,50874,50933,50979,51027,51042,51057,51121,51187,51250,51287,51339,51360,51375,51425,51485,51533,51576,51615,51622,51622
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,7,9,9,11,15,19,21,35,42,48,59,75,80,85,108,132,156,178,187,194,200,215,232,237,246,252,255,264,271,283,288,297,310,315,322,332,336,340,354,356,364,370,377,389,399,410,419,425,435,442,458,471,479,484,495,498,509,524,541,549,564,571,580,597,611,632,650,672,685,693,729,746,762,784,806,820,840,893,931,979,1007,1032,1054,1075,1126,1156,1202,1250,1269,1303,1321,1352,1398,1451,1505,1546,1591,1624,1690,1748,1820,1891,1954,2010,2059,2148,2260,2351,2478,2595,2632,2682,2810,2930,3063,3179,3269,3333,3372,3528,3637,3752,3894,4001,4067,4106,4281,4436,4552,4707,4807,4873,4914,5075,5221,5373,5496,5605,5687,5730,5871,5992,6118,6260,6391,6446,6493,6635,6773,6869,6905,6983,7058,7107,7249,7348,7454,7575,7643,7695,7759,7888,8003,8137,8250,8354,8412,8451,8586,8712,8815,8898,8991,9056,9084,9183,9274,9329,9418,9532,9596,9615,9722,9806,9890,9972,10064,10121,10140,10234,10332,10411,10495,10566,10609,10636,10736,10818,10887,10976,11070,11118,11140,11252,11346,11422,11517,11635,11692,11715,11829,11921,12023,12104,12201,12259,12278,12392,12487,12574,12659,12725,12760,12785,12870,12940,13022,13094,13152,13181,13205,13320,13405,13482,13574,13639,13670,13691,13722,13807,13899,13990,14062,14101,14131,14233,14335,14422,14518,14593,14639,14671,14786,14910,15018,15108,15208,15254,15276,15387,15506,15606,15745,15862,15937,15964,16117,16269,16398,16536,16656,16723,16749,16883,17024,17150,17257,17274,17366,17409,17594,17805,18019,18168,18203,18322,18370,18580,18859,19126,19399,19658,19767,19829,20083,20334,20552,20780,20965,21078,21145,21380,21649,21880,22100,22362,22478,22532,22819,23064,23276,23464,23630,23695,23737,23798,24036,24253,24442,24604,24674,24719,24911,25064,25161,25288,25371,25422,25454,25560,25646,25748,25864,25941,25980,25992,26119,26225,26305,26392,26461,26494,26517,26610,26680,26742,26828,26889,26917,26936,27018,27083,27134,27204,27258,27286,27307,27325,27426,27493,27566,27671,27704,27728,27837,27954,28030,28130,28211,28267,28286,28364,28448,28525,28592,28622,28664,28691,28812,28901,28997,29068,29136,29186,29200,29304,29379,29468,29544,29595,29638,29664,29756,29819,29893,29956,30022,30054,30081,30144,30216,30285,30356,30411,30436,30460,30532,30592,30646,30709,30770,30798,30822,30866,30944,30998,31047,31123,31146,31162,31233,31310,31383,31455,31566,31609,31642,31773,31879,32014,32102,32225,32271,32327,32481,32636,32802,32934,33104,33185,33234,33487,33741,33988,34281,34545,34694,34829,35230,35624,36089,36496,36895,37066,37172,37558,37953,38358,38730,39169,39396,39478,40032,40471,40861,41202,41555,41739,41873,42305,42734,43138,43478,43833,44006,44097,44486,44835,45046,45276,45426,45507,45510
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,7,7,8,8,8,8,10,11,11,14,17,17,17,19,20,25,27,30,34,38,43,46,52,54,59,66,73,81,85,92,101,110,117,126,134,141,154,168,189,200,219,232,248,263,272,299,322,341,356,374,391,406,425,447,473,493,519,537,552,587,624,654,685,705,724,731,770,794,813,853,894,920,943,987,1047,1119,1194,1230,1259,1280,1382,1466,1574,1662,1761,1816,1855,1963,2058,2148,2241,2341,2393,2443,2517,2609,2680,2775,2836,2869,2907,2987,3082,3178,3277,3386,3440,3502,3625,3702,3820,3935,4035,4081,4132,4249,4356,4444,4530,4615,4651,4675,4746,4830,4901,4968,5029,5067,5099,5152,5218,5269,5316,5343,5360,5376,5418,5447,5485,5523,5537,5549,5563,5594,5638,5672,5697,5759,5773,5784,5817,5847,5868,5895,5940,5948,5954,5987,6004,6032,6056,6073,6076,6083,6101,6113,6124,6134,6166,6177,6184,6198,6201,6205,6215,6256,6259,6265,6287,6293,6307,6322,6339,6348,6353,6369,6383,6396,6410,6430,6430,6435,6453,6460,6473,6480,6499,6501,6502,6515,6528,6541,6553,6575,6581,6583,6601,6611,6616,6632,6642,6644,6648,6679,6693,6711,6718,6737,6738,6738,6747,6752,6772,6779,6784,6790,6795,6807,6815,6827,6839,6858,6861,6867,6872,6884,6906,6910,6929,6931,6937,6962,6974,7001,7023,7036,7039,7040,7059,7074,7091,7105,7124,7130,7132,7150,7162,7183,7188,7215,7224,7227,7263,7281,7312,7328,7352,7354,7360,7381,7390,7418,7439,7444,7455,7458,7490,7503,7521,7537,7543,7548,7553,7593,7622,7653,7675,7715,7724,7730,7761,7783,7826,7855,7886,7896,7905,7934,7963,7996,8025,8062,8078,8090,8133,8163,8196,8220,8268,8275,8284,8290,8316,8344,8361,8378,8382,8384,8409,8424,8451,8463,8482,8486,8493,8508,8519,8532,8552,8566,8578,8587,8618,8630,8652,8666,8686,8690,8698,8723,8742,8761,8783,8814,8822,8828,8857,8875,8893,8907,8920,8929,8932,8940,8962,8989,9000,9012,9015,9022,9035,9052,9076,9097,9107,9119,9122,9155,9177,9188,9197,9204,9212,9223,9233,9245,9267,9277,9289,9292,9299,9318,9333,9342,9356,9369,9371,9374,9424,9430,9444,9464,9478,9484,9491,9504,9526,9561,9591,9624,9628,9637,9678,9694,9708,9738,9755,9763,9764,9780,9801,9824,9853,9869,9887,9901,9934,9964,10008,10044,10077,10090,10110,10139,10173,10199,10231,10257,10270,10284,10325,10368,10421,10448,10480,10500,10510,10552,10597,10655,10697,10743,10767,10795,10877,10934,11022,11097,11156,11185,11221,11315,11403,11500,11609,11698,11734,11767,11896,11984,12067,12154,12221,12262,12296,12405,12519,12646,12717,12795,12831,12859,12971,13060,13171,13256,13316,13323,13323
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,5,7,7,12,13,13,15,17,21,23,28,29,30,35,37,43,46,49,50,50,56,62,68,71,81,85,92,103,113,124,139,152,161,173,193,203,222,236,254,263,277,308,336,371,406,442,465,486,519,566,634,701,783,823,858,954,1019,1094,1198,1296,1351,1401,1548,1680,1808,1950,2079,2151,2223,2379,2525,2645,2759,2888,2960,3035,3175,3309,3419,3519,3630,3698,3764,3858,3955,4064,4161,4246,4298,4342,4441,4525,4624,4714,4802,4846,4894,4965,5020,5087,5141,5204,5246,5269,5310,5355,5391,5423,5465,5486,5514,5602,5708,5759,5817,5859,5880,5948,6001,6037,6087,6115,6167,6185,6211,6259,6301,6334,6355,6395,6418,6436,6466,6505,6552,6587,6605,6617,6633,6662,6683,6702,6737,6758,6767,6778,6805,6827,6848,6877,6913,6927,6936,6950,6973,6989,7000,7008,7013,7020,7038,7059,7071,7084,7099,7108,7115,7134,7149,7167,7193,7203,7212,7216,7234,7247,7250,7270,7284,7293,7297,7319,7333,7346,7362,7367,7376,7388,7405,7420,7431,7447,7459,7464,7467,7481,7492,7500,7509,7517,7525,7529,7547,7555,7563,7580,7586,7589,7590,7606,7610,7617,7627,7633,7636,7641,7649,7658,7663,7671,7674,7675,7676,7680,7684,7687,7691,7695,7697,7699,7706,7716,7732,7751,7755,7758,7759,7764,7780,7796,7808,7821,7822,7827,7842,7849,7855,7866,7875,7879,7883,7898,7919,7936,7955,7978,7985,7989,8010,8032,8053,8080,8106,8110,8125,8159,8179,8209,8239,8261,8274,8284,8318,8344,8372,8388,8393,8412,8424,8441,8465,8493,8510,8520,8539,8556,8591,8632,8676,8734,8783,8806,8832,8900,8955,9001,9043,9085,9100,9129,9181,9215,9257,9291,9326,9336,9351,9395,9445,9490,9536,9592,9623,9649,9672,9708,9744,9754,9778,9785,9793,9815,9842,9866,9897,9923,9933,9938,9953,9973,9988,10016,10031,10038,10045,10065,10081,10100,10113,10128,10131,10135,10159,10175,10203,10217,10235,10239,10249,10273,10288,10330,10353,10368,10378,10388,10396,10418,10431,10450,10469,10472,10484,10498,10517,10528,10541,10558,10568,10571,10587,10605,10624,10635,10638,10640,10646,10671,10690,10726,10756,10780,10792,10799,10818,10835,10846,10867,10883,10891,10899,10922,10932,10948,10969,10990,10999,11002,11033,11058,11073,11085,11102,11107,11112,11134,11150,11171,11194,11207,11210,11214,11221,11246,11262,11281,11297,11304,11310,11331,11356,11368,11379,11398,11404,11415,11440,11454,11471,11506,11524,11538,11544,11577,11588,11617,11641,11670,11683,11692,11729,11770,11790,11813,11849,11871,11891,11942,11976,12006,12045,12087,12112,12129,12176,12223,12271,12322,12362,12376,12404,12460,12508,12554,12587,12630,12649,12660,12712,12763,12821,12864,12910,12925,12943,12963,13021,13036,13049,13064,13066,13066
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,5,8,10,13,13,14,17,20,22,24,29,36,43,54,63,69,79,96,111,125,141,157,174,193,209,240,264,293,331,364,397,432,489,542,600,671,738,789,828,902,972,1049,1132,1204,1268,1305,1381,1482,1566,1651,1724,1787,1851,1934,2005,2094,2183,2266,2327,2385,2480,2562,2650,2762,2843,2917,2950,3052,3127,3199,3257,3348,3377,3416,3500,3587,3650,3701,3780,3823,3852,3932,3993,4066,4134,4185,4211,4237,4296,4379,4437,4502,4567,4606,4633,4694,4755,4821,4874,4960,4998,5021,5102,5197,5308,5405,5487,5525,5568,5660,5753,5859,5940,6073,6135,6170,6300,6402,6518,6627,6728,6781,6824,6941,7052,7186,7317,7427,7481,7535,7640,7758,7875,7998,8087,8160,8202,8310,8435,8549,8650,8764,8839,8883,8979,9109,9207,9327,9442,9502,9542,9648,9751,9867,9981,10086,10143,10184,10307,10447,10629,10758,10861,10928,10975,11112,11291,11437,11555,11649,11702,11745,11886,12008,12137,12244,12361,12420,12442,12568,12691,12767,12882,13041,13104,13170,13353,13506,13652,13771,13922,13979,14037,14232,14452,14653,14857,15101,15210,15295,15650,16001,16354,16762,17209,17538,17720,18151,18839,19596,20229,20870,21325,21586,22368,23284,23924,24565,25139,25473,25756,26475,27101,27597,28079,28589,28840,29099,29482,29963,30465,30924,31293,31478,31639,32040,32442,32817,33277,33615,33804,33921,34112,34500,34810,35113,35448,35596,35689,35928,36183,36408,36633,36803,36893,36969,37147,37319,37446,37561,37662,37721,37764,37871,38006,38140,38244,38320,38380,38421,38523,38623,38745,38849,38930,38973,39035,39107,39214,39317,39376,39417,39477,39510,39610,39703,39778,39827,39879,39934,39986,40106,40219,40350,40483,40597,40653,40698,40817,40948,41072,41164,41256,41317,41360,41519,41649,41775,41892,41987,42044,42081,42220,42335,42443,42545,42614,42666,42705,42749,42866,42962,43041,43123,43169,43203,43323,43414,43489,43576,43662,43697,43722,43784,43895,43983,44071,44163,44208,44248,44406,44506,44586,44696,44809,44847,44889,45037,45119,45240,45336,45439,45491,45530,45685,45803,45926,46034,46129,46184,46227,46273,46421,46535,46656,46778,46846,46904,47110,47280,47459,47658,47835,47899,47945,48181,48377,48557,48638,48720,48841,48940,49257,49563,49857,50127,50363,50453,50534,50840,51144,51415,51636,51865,51938,52000,52286,52565,52823,53019,53215,53304,53390,53680,53892,54072,54239,54369,54436,54488,54677,54852,54999,55150,55261,55307,55345,55443,55619,55754,55862,55946,55984,56023,56145,56241,56338,56429,56501,56523,56535,56628,56690,56766,56830,56867,56888,56912,56976,57030,57088,57143,57191,57216,57225,57278,57328,57381,57427,57460,57473,57490,57541,57588,57614,57635,57666,57676,57683,57723,57756,57781,57820,57850,57862,57866,57909,57944,57986,58022,58074,58088,58105,58165,58217,58306,58387,58451,58479,58495,58585,58673,58739,58804,58831,58832,58832
