clave_mun,robo_casa,robo_vehiculos,robo_transportistas,robo_bancos,robo_negocio,robo_maquinaria,secuestro,feminicidio,extorsion,homicidio_doloso,pob,mpo_inegi_x,Ranking Modelo_x,pob_2015_x,start_year_x,end_year_x,mpo_ine_x,mpo_inegi_y,Ranking Modelo_y,pob_2015_y,start_year_y,end_year_y,mpo_ine_y,mpo_inegi,Ranking Modelo,pob_2015,start_year,end_year,mpo_ine,date
14003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23362.0,14003,14,23351,2018,2021,14003.0,14003,14,23351,2018,2021,14003.0,14003,14,23351,2018,2021,14003.0,2020/05
14004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.0,14004,12,5385,2018,2021,14004.0,14004,12,5385,2018,2021,14004.0,14004,12,5385,2018,2021,14004.0,2020/05
14005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15344.0,14005,14,15336,2018,2021,14005.0,14005,14,15336,2018,2021,14005.0,14005,14,15336,2018,2021,14005.0,2020/05
14006,4.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,60951.0,14006,4,60913,2018,2021,14006.0,14006,4,60913,2018,2021,14006.0,14006,4,60913,2018,2021,14006.0,2020/05
14007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9420.0,14007,14,9420,2018,2021,14007.0,14007,14,9420,2018,2021,14007.0,14007,14,9420,2018,2021,14007.0,2020/05
14008,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,77116.0,14008,3,77100,2018,2021,14008.0,14008,3,77100,2018,2021,14008.0,14008,3,77100,2018,2021,14008.0,2020/05
14009,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,19900.0,14009,14,19892,2018,2021,14009.0,14009,14,19892,2018,2021,14009.0,14009,14,19892,2018,2021,14009.0,2020/05
14010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6717.0,14010,15,6717,2018,2021,14010.0,14010,15,6717,2018,2021,14010.0,14010,15,6717,2018,2021,14010.0,2020/05
14011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5475.0,14011,4,5468,2018,2021,14011.0,14011,4,5468,2018,2021,14011.0,14011,4,5468,2018,2021,14011.0,2020/05
14012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3899.0,14012,84,3898,2018,2021,14012.0,14012,84,3898,2018,2021,14012.0,14012,84,3898,2018,2021,14012.0,2020/05
14013,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60480.0,14013,46,60439,2018,2021,14013.0,14013,46,60439,2018,2021,14013.0,14013,46,60439,2018,2021,14013.0,2020/05
14014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8264.0,14014,12,8264,2018,2021,14014.0,14014,12,8264,2018,2021,14014.0,14014,12,8264,2018,2021,14014.0,2020/05
14015,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60572.0,14015,4,60568,2018,2021,14015.0,14015,4,60568,2018,2021,14015.0,14015,4,60568,2018,2021,14015.0,2020/05
14016,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37963.0,14016,46,37942,2018,2021,14016.0,14016,46,37942,2018,2021,14016.0,14016,46,37942,2018,2021,14016.0,2020/05
14017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12453.0,14017,4,12443,2018,2021,14017.0,14017,4,12443,2018,2021,14017.0,14017,4,12443,2018,2021,14017.0,2020/05
14018,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65055.0,14018,46,65027,2018,2021,14018.0,14018,46,65027,2018,2021,14018.0,14018,46,65027,2018,2021,14018.0,2020/05
14019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7341.0,14019,14,7338,2018,2021,14019.0,14019,14,7338,2018,2021,14019.0,14019,14,7338,2018,2021,14019.0,2020/05
14020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10303.0,14020,84,10302,2018,2021,14020.0,14020,84,10302,2018,2021,14020.0,14020,84,10302,2018,2021,14020.0,2020/05
14021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21584.0,14021,4,21576,2018,2021,14021.0,14021,4,21576,2018,2021,14021.0,14021,4,21576,2018,2021,14021.0,2020/05
14022,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,41300.0,14022,4,41276,2018,2021,14022.0,14022,4,41276,2018,2021,14022.0,14022,4,41276,2018,2021,14022.0,2020/05
14023,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105423.0,14023,12,105406,2018,2021,14023.0,14023,12,105406,2018,2021,14023.0,14023,12,105406,2018,2021,14023.0,2020/05
14024,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,26687.0,14024,15,26675,2018,2021,14025.0,14024,15,26675,2018,2021,14025.0,14024,15,26675,2018,2021,14025.0,2020/05
14025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17865.0,14025,14,17861,2018,2021,14026.0,14025,14,17861,2018,2021,14026.0,14025,14,17861,2018,2021,14026.0,2020/05
14026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6088.0,14026,15,6088,2018,2021,14027.0,14026,15,6088,2018,2021,14027.0,14026,15,6088,2018,2021,14027.0,2020/05
14027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18138.0,14027,4,18134,2018,2021,14028.0,14027,4,18134,2018,2021,14028.0,14027,4,18134,2018,2021,14028.0,2020/05
14028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120.0,14028,4,2119,2018,2021,14029.0,14028,4,2119,2018,2021,14029.0,14028,4,2119,2018,2021,14029.0,2020/05
14029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17980.0,14029,14,17980,2018,2021,14030.0,14029,14,17980,2018,2021,14030.0,14029,14,17980,2018,2021,14030.0,2020/05
14030,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,50738.0,14030,15,50715,2018,2021,0.0,14030,15,50715,2018,2021,0.0,14030,15,50715,2018,2021,0.0,2020/05
14031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3383.0,14031,14,3383,2018,2021,14032.0,14031,14,3383,2018,2021,14032.0,14031,14,3383,2018,2021,14032.0,2020/05
14032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6102.0,14032,4,6100,2018,2021,14033.0,14032,4,6100,2018,2021,14033.0,14032,4,6100,2018,2021,14033.0,2020/05
14033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21479.0,14033,46,21466,2018,2021,14034.0,14033,46,21466,2018,2021,14034.0,14033,46,21466,2018,2021,14034.0,2020/05
14034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.0,14034,4,1862,2018,2021,14035.0,14034,4,1862,2018,2021,14035.0,14034,4,1862,2018,2021,14035.0,2020/05
14035,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,53555.0,14035,1,53543,2018,2021,14036.0,14035,1,53543,2018,2021,14036.0,14035,1,53543,2018,2021,14036.0,2020/05
14036,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19847.0,14036,14,19843,2018,2021,14037.0,14036,14,19843,2018,2021,14037.0,14036,14,19843,2018,2021,14037.0,2020/05
14037,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24312.0,14037,4,24298,2018,2021,14039.0,14037,4,24298,2018,2021,14039.0,14037,4,24298,2018,2021,14039.0,2020/05
14038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4184.0,14038,84,4182,2018,2021,14040.0,14038,84,4182,2018,2021,14040.0,14038,84,4182,2018,2021,14040.0,2020/05
14039,4224.0,31168.0,640.0,64.0,19008.0,0.0,0.0,64.0,1088.0,1600.0,93449472.0,898496,2352,93408064,129152,129344,898624.0,898496,2352,93408064,129152,129344,898624.0,898496,2352,93408064,129152,129344,898624.0,2020/05
14040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9761.0,14040,14,9761,2018,2021,14042.0,14040,14,9761,2018,2021,14042.0,14040,14,9761,2018,2021,14042.0,2020/05
14041,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5633.0,14041,14,5624,2018,2021,14043.0,14041,14,5624,2018,2021,14043.0,14041,14,5624,2018,2021,14043.0,2020/05
14042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8787.0,14042,14,8778,2018,2021,14044.0,14042,14,8778,2018,2021,14044.0,14042,14,8778,2018,2021,14044.0,2020/05
14043,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24563.0,14043,4,24552,2018,2021,14045.0,14043,4,24552,2018,2021,14045.0,14043,4,24552,2018,2021,14045.0,2020/05
14044,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,53045.0,14044,15,52988,2018,2021,14031.0,14044,15,52988,2018,2021,14031.0,14044,15,52988,2018,2021,14031.0,2020/05
14045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19070.0,14045,14,19066,2018,2021,14047.0,14045,14,19066,2018,2021,14047.0,14045,14,19066,2018,2021,14047.0,2020/05
14046,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33777.0,14046,3,33777,2018,2021,14048.0,14046,3,33777,2018,2021,14048.0,14046,3,33777,2018,2021,14048.0,2020/05
14047,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24753.0,14047,46,24753,2018,2021,14049.0,14047,46,24753,2018,2021,14049.0,14047,46,24753,2018,2021,14049.0,2020/05
14048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19469.0,14048,3,19455,2018,2021,14050.0,14048,3,19455,2018,2021,14050.0,14048,3,19455,2018,2021,14050.0,2020/05
14049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9917.0,14049,12,9915,2018,2021,14051.0,14049,12,9915,2018,2021,14051.0,14049,12,9915,2018,2021,14051.0,2020/05
14050,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,46521.0,14050,15,46493,2018,2021,14052.0,14050,15,46493,2018,2021,14052.0,14050,15,46493,2018,2021,14052.0,2020/05
14051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17955.0,14051,17,17943,2018,2021,14053.0,14051,17,17943,2018,2021,14053.0,14051,17,17943,2018,2021,14053.0,2020/05
14052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5638.0,14052,4,5637,2018,2021,14054.0,14052,4,5637,2018,2021,14054.0,14052,4,5637,2018,2021,14054.0,2020/05
14053,6.0,14.0,2.0,0.0,13.0,0.0,0.0,0.0,3.0,6.0,164981.0,14053,1,164917,2018,2021,14055.0,14053,1,164917,2018,2021,14055.0,14053,1,164917,2018,2021,14055.0,2020/05
14054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5379.0,14054,4,5372,2018,2021,14056.0,14054,4,5372,2018,2021,14056.0,14054,4,5372,2018,2021,14056.0,2020/05
14055,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,22643.0,14055,14,22635,2018,2021,14057.0,14055,14,22635,2018,2021,14057.0,14055,14,22635,2018,2021,14057.0,2020/05
14056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028.0,14056,12,2028,2018,2021,14058.0,14056,12,2028,2018,2021,14058.0,14056,12,2028,2018,2021,14058.0,2020/05
14057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3688.0,14057,15,3688,2018,2021,14059.0,14057,15,3688,2018,2021,14059.0,14057,15,3688,2018,2021,14059.0,2020/05
14058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14477.0,14058,84,14473,2018,2021,14060.0,14058,84,14473,2018,2021,14060.0,14058,84,14473,2018,2021,14060.0,2020/05
14059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13799.0,14059,15,13799,2018,2021,14061.0,14059,15,13799,2018,2021,14061.0,14059,15,13799,2018,2021,14061.0,2020/05
14060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5088.0,14060,3,5087,2018,2021,14062.0,14060,3,5087,2018,2021,14062.0,14060,3,5087,2018,2021,14062.0,2020/05
14061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19452.0,14061,14,19408,2018,2021,14063.0,14061,14,19408,2018,2021,14063.0,14061,14,19408,2018,2021,14063.0,2020/05
14062,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3526.0,14062,84,3526,2018,2021,14064.0,14062,84,3526,2018,2021,14064.0,14062,84,3526,2018,2021,14064.0,2020/05
14063,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,99461.0,14063,46,99435,2018,2021,14065.0,14063,46,99435,2018,2021,14065.0,14063,46,99435,2018,2021,14065.0,2020/05
14064,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32357.0,14064,1,32348,2018,2021,14066.0,14064,1,32348,2018,2021,14066.0,14064,1,32348,2018,2021,14066.0,2020/05
14065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11192.0,14065,12,11182,2018,2021,14067.0,14065,12,11182,2018,2021,14067.0,14065,12,11182,2018,2021,14067.0,2020/05
14066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51944.0,14066,46,51930,2018,2021,14068.0,14066,46,51930,2018,2021,14068.0,14066,46,51930,2018,2021,14068.0,2020/05
14067,10.0,22.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0,3.0,275640.0,14067,84,275633,2018,2021,14069.0,14067,84,275633,2018,2021,14069.0,14067,84,275633,2018,2021,14069.0,2020/05
14068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10704.0,14068,4,10703,2018,2021,14070.0,14068,4,10703,2018,2021,14070.0,14068,4,10703,2018,2021,14070.0,2020/05
14069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8379.0,14069,12,8377,2018,2021,14071.0,14069,12,8377,2018,2021,14071.0,14069,12,8377,2018,2021,14071.0,2020/05
14070,7.0,17.0,2.0,0.0,12.0,1.0,0.0,0.0,0.0,2.0,183437.0,14070,17,183329,2018,2021,14072.0,14070,17,183329,2018,2021,14072.0,14070,17,183329,2018,2021,14072.0,2020/05
14071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3117.0,14071,14,3115,2018,2021,14073.0,14071,14,3115,2018,2021,14073.0,14071,14,3115,2018,2021,14073.0,2020/05
14072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7349.0,14072,1,7349,2018,2021,14074.0,14072,1,7349,2018,2021,14074.0,14072,1,7349,2018,2021,14074.0,2020/05
14073,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,69725.0,14073,1,69715,2018,2021,14075.0,14073,1,69715,2018,2021,14075.0,14073,1,69715,2018,2021,14075.0,2020/05
14074,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15890.0,14074,1,15886,2018,2021,14076.0,14074,1,15886,2018,2021,14076.0,14074,1,15886,2018,2021,14076.0,2020/05
14075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3783.0,14075,14,3782,2018,2021,14077.0,14075,14,3782,2018,2021,14077.0,14075,14,3782,2018,2021,14077.0,2020/05
14076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3122.0,14076,14,3121,2018,2021,14078.0,14076,14,3121,2018,2021,14078.0,14076,14,3121,2018,2021,14078.0,2020/05
14077,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27777.0,14077,15,27763,2018,2021,14079.0,14077,15,27763,2018,2021,14079.0,14077,15,27763,2018,2021,14079.0,2020/05
14078,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,32960.0,14078,3,32935,2018,2021,14080.0,14078,3,32935,2018,2021,14080.0,14078,3,32935,2018,2021,14080.0,2020/05
14079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14278.0,14079,12,14278,2018,2021,14038.0,14079,12,14278,2018,2021,14038.0,14079,12,14278,2018,2021,14038.0,2020/05
14080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5643.0,14080,84,5643,2018,2021,14081.0,14080,84,5643,2018,2021,14081.0,14080,84,5643,2018,2021,14081.0,2020/05
14081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3033.0,14081,14,3033,2018,2021,14082.0,14081,14,3033,2018,2021,14082.0,14081,14,3033,2018,2021,14082.0,2020/05
14082,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36778.0,14082,12,36778,2018,2021,14083.0,14082,12,36778,2018,2021,14083.0,14082,12,36778,2018,2021,14083.0,2020/05
14083,10.0,7.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,80365.0,14083,14,80347,2018,2021,14084.0,14083,14,80347,2018,2021,14084.0,14083,14,80347,2018,2021,14084.0,2020/05
14084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15126.0,14084,84,15121,2018,2021,14085.0,14084,84,15121,2018,2021,14085.0,14084,84,15121,2018,2021,14085.0,2020/05
14085,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,38396.0,14085,12,38396,2018,2021,14086.0,14085,12,38396,2018,2021,14086.0,14085,12,38396,2018,2021,14086.0,2020/05
14086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19506.0,14086,12,19471,2018,2021,14087.0,14086,12,19471,2018,2021,14087.0,14086,12,19471,2018,2021,14087.0,2020/05
14087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16579.0,14087,12,16579,2018,2021,14088.0,14087,12,16579,2018,2021,14088.0,14087,12,16579,2018,2021,14088.0,2020/05
14088,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17257.0,14088,4,17257,2018,2021,14089.0,14088,4,17257,2018,2021,14089.0,14088,4,17257,2018,2021,14089.0,2020/05
14089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3703.0,14089,12,3703,2018,2021,14090.0,14089,12,3703,2018,2021,14090.0,14089,12,3703,2018,2021,14090.0,2020/05
14090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7005.0,14090,4,7003,2018,2021,14091.0,14090,4,7003,2018,2021,14091.0,14090,4,7003,2018,2021,14091.0,2020/05
14091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41278.0,14091,3,41267,2018,2021,14092.0,14091,3,41267,2018,2021,14092.0,14091,3,41267,2018,2021,14092.0,2020/05
14092,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10317.0,14092,15,10317,2018,2021,14093.0,14092,15,10317,2018,2021,14093.0,14092,15,10317,2018,2021,14093.0,2020/05
14093,6.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,141322.0,14093,3,141322,2018,2021,14094.0,14093,3,141322,2018,2021,14094.0,14093,3,141322,2018,2021,14094.0,2020/05
14094,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42009.0,14094,14,41986,2018,2021,14095.0,14094,14,41986,2018,2021,14095.0,14094,14,41986,2018,2021,14095.0,2020/05
14095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9608.0,14095,14,9608,2018,2021,14096.0,14095,14,9608,2018,2021,14096.0,14095,14,9608,2018,2021,14096.0,2020/05
14096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20961.0,14096,15,20961,2018,2021,14097.0,14096,15,20961,2018,2021,14097.0,14096,15,20961,2018,2021,14097.0,2020/05
14097,34.0,118.0,6.0,0.0,49.0,0.0,0.0,0.0,2.0,19.0,549442.0,14097,24,549214,2018,2021,14098.0,14097,24,549214,2018,2021,14098.0,14097,24,549214,2018,2021,14098.0,2020/05
14098,216.0,736.0,16.0,8.0,736.0,0.0,0.0,0.0,32.0,184.0,5313544.0,112784,476,5311480,16144,16168,112792.0,112784,476,5311480,16144,16168,112792.0,112784,476,5311480,16144,16168,112792.0,2020/05
14099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10310.0,14099,4,10301,2018,2021,14100.0,14099,4,10301,2018,2021,14100.0,14099,4,10301,2018,2021,14100.0,2020/05
14100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35824.0,14100,84,35821,2018,2021,14101.0,14100,84,35821,2018,2021,14101.0,14100,84,35821,2018,2021,14101.0,2020/05
14101,256.0,744.0,24.0,0.0,832.0,0.0,0.0,0.0,8.0,104.0,4288888.0,112808,292,4286816,16144,16168,112816.0,112808,292,4286816,16144,16168,112816.0,112808,292,4286816,16144,16168,112816.0,2020/05
14102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5960.0,14102,4,5946,2018,2021,14103.0,14102,4,5946,2018,2021,14103.0,14102,4,5946,2018,2021,14103.0,2020/05
14103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7919.0,14103,12,7915,2018,2021,14104.0,14103,12,7915,2018,2021,14104.0,14103,12,7915,2018,2021,14104.0,2020/05
14104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4412.0,14104,14,4412,2018,2021,14105.0,14104,14,4412,2018,2021,14105.0,14104,14,4412,2018,2021,14105.0,2020/05
14105,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23171.0,14105,46,23171,2018,2021,14106.0,14105,46,23171,2018,2021,14106.0,14105,46,23171,2018,2021,14106.0,2020/05
14106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4229.0,14106,4,4225,2018,2021,14107.0,14106,4,4225,2018,2021,14107.0,14106,4,4225,2018,2021,14107.0,2020/05
14107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6156.0,14107,15,6156,2018,2021,14108.0,14107,15,6156,2018,2021,14108.0,14107,15,6156,2018,2021,14108.0,2020/05
14108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34535.0,14108,12,34525,2018,2021,14109.0,14108,12,34525,2018,2021,14109.0,14108,12,34525,2018,2021,14109.0,2020/05
14109,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17915.0,14109,1,17898,2018,2021,14110.0,14109,1,17898,2018,2021,14110.0,14109,1,17898,2018,2021,14110.0,2020/05
14110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13446.0,14110,4,13438,2018,2021,14111.0,14110,4,13438,2018,2021,14111.0,14110,4,13438,2018,2021,14111.0,2020/05
14111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6924.0,14111,3,6924,2018,2021,14112.0,14111,3,6924,2018,2021,14112.0,14111,3,6924,2018,2021,14112.0,2020/05
14112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5389.0,14112,12,5387,2018,2021,14113.0,14112,12,5387,2018,2021,14113.0,14112,12,5387,2018,2021,14113.0,2020/05
14113,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16105.0,14113,12,16073,2018,2021,14024.0,14113,12,16073,2018,2021,14024.0,14113,12,16073,2018,2021,14024.0,2020/05
14114,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,17824.0,14114,15,17824,2018,2021,14114.0,14114,15,17824,2018,2021,14114.0,14114,15,17824,2018,2021,14114.0,2020/05
14115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5417.0,14115,14,5414,2018,2021,14115.0,14115,14,5414,2018,2021,14115.0,14115,14,5414,2018,2021,14115.0,2020/05
14116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20257.0,14116,3,20246,2018,2021,14116.0,14116,3,20246,2018,2021,14116.0,14116,3,20246,2018,2021,14116.0,2020/05
14117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4110.0,14117,3,4110,2018,2021,14117.0,14117,3,4110,2018,2021,14117.0,14117,3,4110,2018,2021,14117.0,2020/05
14118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22586.0,14118,3,22581,2018,2021,14118.0,14118,3,22581,2018,2021,14118.0,14118,3,22581,2018,2021,14118.0,2020/05
14119,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28205.0,14119,15,28205,2018,2021,14119.0,14119,15,28205,2018,2021,14119.0,14119,15,28205,2018,2021,14119.0,2020/05
14120,3456.0,13056.0,64.0,64.0,9024.0,256.0,0.0,128.0,832.0,1472.0,85265408.0,903680,1872,85232320,129152,129344,903680.0,903680,1872,85232320,129152,129344,903680.0,903680,1872,85232320,129152,129344,903680.0,2020/05
14121,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29190.0,14121,12,29190,2018,2021,14121.0,14121,12,29190,2018,2021,14121.0,14121,12,29190,2018,2021,14121.0,2020/05
14122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7027.0,14122,4,7027,2018,2021,14122.0,14122,4,7027,2018,2021,14122.0,14122,4,7027,2018,2021,14122.0,2020/05
14123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17893.0,14123,46,17893,2018,2021,14123.0,14123,46,17893,2018,2021,14123.0,14123,46,17893,2018,2021,14123.0,2020/05
14124,4.0,17.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,68519.0,14124,17,68519,2018,2021,14124.0,14124,17,68519,2018,2021,14124.0,14124,17,68519,2018,2021,14124.0,2020/05
14125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,18952.0,14125,3,18948,2018,2021,14125.0,14125,3,18948,2018,2021,14125.0,14125,3,18948,2018,2021,14125.0,2020/05
15001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66034.0,15001,65,66018,2019,2021,15001.0,15001,65,66018,2019,2021,15001.0,15001,65,66018,2019,2021,15001.0,2020/05
15002,3.0,24.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,152506.0,15002,208,152415,2019,2021,15002.0,15002,208,152415,2019,2021,15002.0,15002,208,152415,2019,2021,15002.0,2020/05
