clave_mun,robo_casa,robo_vehiculos,robo_transportistas,robo_bancos,robo_negocio,robo_maquinaria,secuestro,feminicidio,extorsion,homicidio_doloso,pob,mpo_inegi_x,Ranking Modelo_x,pob_2015_x,start_year_x,end_year_x,mpo_ine_x,mpo_inegi_y,Ranking Modelo_y,pob_2015_y,start_year_y,end_year_y,mpo_ine_y,mpo_inegi,Ranking Modelo,pob_2015,start_year,end_year,mpo_ine,date
30088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5006.0,30088,130,4993,2018,2021,30090.0,30088,130,4993,2018,2021,30090.0,30088,130,4993,2018,2021,30090.0,2020/05
30089,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41644.0,30089,272,41614,2018,2021,30091.0,30089,272,41614,2018,2021,30091.0,30089,272,41614,2018,2021,30091.0,2020/05
30090,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11361.0,30090,64,11345,2018,2021,30092.0,30090,64,11345,2018,2021,30092.0,30090,64,11345,2018,2021,30092.0,2020/05
30091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29413.0,30091,246,29389,2018,2021,30093.0,30091,246,29389,2018,2021,30093.0,30091,246,29389,2018,2021,30093.0,2020/05
30092,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,38198.0,30092,109,38180,2018,2021,30194.0,30092,109,38180,2018,2021,30194.0,30092,109,38180,2018,2021,30194.0,2020/05
30093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16682.0,30093,109,16682,2018,2021,30094.0,30093,109,16682,2018,2021,30094.0,30093,109,16682,2018,2021,30094.0,2020/05
30094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38895.0,30094,155,38891,2018,2021,30095.0,30094,155,38891,2018,2021,30095.0,30094,155,38891,2018,2021,30095.0,2020/05
30095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15916.0,30095,130,15916,2018,2021,30096.0,30095,130,15916,2018,2021,30096.0,30095,130,15916,2018,2021,30096.0,2020/05
30096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1534.0,30096,130,1533,2018,2021,30097.0,30096,130,1533,2018,2021,30097.0,30096,130,1533,2018,2021,30097.0,2020/05
30097,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,19606.0,30097,137,19583,2018,2021,30098.0,30097,137,19583,2018,2021,30098.0,30097,137,19583,2018,2021,30098.0,2020/05
30098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3043.0,30098,150,3042,2018,2021,30099.0,30098,150,3042,2018,2021,30099.0,30098,150,3042,2018,2021,30099.0,2020/05
30099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18096.0,30099,150,18096,2018,2021,30100.0,30099,150,18096,2018,2021,30100.0,30099,150,18096,2018,2021,30100.0,2020/05
30100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23408.0,30100,64,23381,2018,2021,30101.0,30100,64,23381,2018,2021,30101.0,30100,64,23381,2018,2021,30101.0,2020/05
30101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37285.0,30101,175,37269,2018,2021,30102.0,30101,175,37269,2018,2021,30102.0,30101,175,37269,2018,2021,30102.0,2020/05
30102,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,110415.0,30102,207,110381,2018,2021,30103.0,30102,207,110381,2018,2021,30103.0,30102,207,110381,2018,2021,30103.0,2020/05
30103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12332.0,30103,123,12330,2018,2021,30104.0,30103,123,12330,2018,2021,30104.0,30103,123,12330,2018,2021,30104.0,2020/05
30104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17312.0,30104,272,17305,2018,2021,30105.0,30104,272,17305,2018,2021,30105.0,30104,272,17305,2018,2021,30105.0,2020/05
30105,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,75346.0,30105,64,75251,2018,2021,30106.0,30105,64,75251,2018,2021,30106.0,30105,64,75251,2018,2021,30106.0,2020/05
30106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4685.0,30106,130,4682,2018,2021,30107.0,30106,130,4682,2018,2021,30107.0,30106,130,4682,2018,2021,30107.0,2020/05
30107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920.0,30107,207,2919,2018,2021,30108.0,30107,207,2919,2018,2021,30108.0,30107,207,2919,2018,2021,30108.0,2020/05
30108,0.0,16.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,157393.0,30108,246,157254,2018,2021,30109.0,30108,246,157254,2018,2021,30109.0,30108,246,157254,2018,2021,30109.0,2020/05
30109,8.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,64249.0,30109,207,64236,2018,2021,30110.0,30109,207,64236,2018,2021,30110.0,30109,207,64236,2018,2021,30110.0,2020/05
30110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11646.0,30110,150,11628,2019,2021,30111.0,30110,150,11628,2019,2021,30111.0,30110,150,11628,2019,2021,30111.0,2020/05
30111,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17504.0,30111,289,17495,2018,2021,30112.0,30111,289,17495,2018,2021,30112.0,30111,289,17495,2018,2021,30112.0,2020/05
30112,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21816.0,30112,130,21806,2018,2021,30113.0,30112,130,21806,2018,2021,30113.0,30112,130,21806,2018,2021,30113.0,2020/05
30113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4559.0,30113,150,4556,2018,2021,30114.0,30113,150,4556,2018,2021,30114.0,30113,150,4556,2018,2021,30114.0,2020/05
30114,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10866.0,30114,123,10864,2018,2021,30115.0,30114,123,10864,2018,2021,30115.0,30114,123,10864,2018,2021,30115.0,2020/05
30115,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,37908.0,30115,150,37894,2018,2021,30116.0,30115,150,37894,2018,2021,30116.0,30115,150,37894,2018,2021,30116.0,2020/05
30116,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16710.0,30116,272,16708,2018,2021,30117.0,30116,272,16708,2018,2021,30117.0,30116,272,16708,2018,2021,30117.0,2020/05
30117,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24020.0,30117,150,24013,2018,2021,30118.0,30117,150,24013,2018,2021,30118.0,30117,150,24013,2018,2021,30118.0,2020/05
30118,2.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,126005.0,30118,175,125988,2018,2021,30119.0,30118,175,125988,2018,2021,30119.0,30118,175,125988,2018,2021,30119.0,2020/05
30119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5703.0,30119,155,5702,2018,2021,30120.0,30119,155,5702,2018,2021,30120.0,30119,155,5702,2018,2021,30120.0,2020/05
30120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16222.0,30120,272,16217,2018,2021,30121.0,30120,272,16217,2018,2021,30121.0,30120,272,16217,2018,2021,30121.0,2020/05
30121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23244.0,30121,61,23235,2018,2021,30122.0,30121,61,23235,2018,2021,30122.0,30121,61,23235,2018,2021,30122.0,2020/05
30122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17480.0,30122,272,17474,2018,2021,30123.0,30122,272,17474,2018,2021,30123.0,30122,272,17474,2018,2021,30123.0,2020/05
30123,2.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,100549.0,30123,61,100503,2018,2021,30124.0,30123,61,100503,2018,2021,30124.0,30123,61,100503,2018,2021,30124.0,2020/05
30124,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,161097.0,30124,123,161081,2018,2021,30125.0,30124,123,161081,2018,2021,30125.0,30124,123,161081,2018,2021,30125.0,2020/05
30125,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31890.0,30125,136,31884,2018,2021,30126.0,30125,136,31884,2018,2021,30126.0,30125,136,31884,2018,2021,30126.0,2020/05
30126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33392.0,30126,136,33389,2018,2021,30127.0,30126,136,33389,2018,2021,30127.0,30126,136,33389,2018,2021,30127.0,2020/05
30127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26880.0,30127,175,26872,2018,2021,30128.0,30127,175,26872,2018,2021,30128.0,30127,175,26872,2018,2021,30128.0,2020/05
30128,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,72795.0,30128,109,72761,2018,2021,30129.0,30128,109,72761,2018,2021,30129.0,30128,109,72761,2018,2021,30129.0,2020/05
30129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18145.0,30129,50,18139,2018,2021,30130.0,30129,50,18139,2018,2021,30130.0,30129,50,18139,2018,2021,30130.0,2020/05
30130,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39205.0,30130,155,39190,2018,2021,30131.0,30130,155,39190,2018,2021,30131.0,30130,155,39190,2018,2021,30131.0,2020/05
30131,2.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,200119.0,30131,111,199829,2018,2021,30132.0,30131,111,199829,2018,2021,30132.0,30131,111,199829,2018,2021,30132.0,2020/05
30132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19725.0,30132,109,19715,2018,2021,30137.0,30132,109,19715,2018,2021,30137.0,30132,109,19715,2018,2021,30137.0,2020/05
30133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57646.0,30133,61,57632,2018,2021,30133.0,30133,61,57632,2018,2021,30133.0,30133,61,57632,2018,2021,30133.0,2020/05
30134,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22454.0,30134,130,22446,2018,2021,30134.0,30134,130,22446,2018,2021,30134.0,30134,130,22446,2018,2021,30134.0,2020/05
30135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23112.0,30135,150,23096,2018,2021,30135.0,30135,150,23096,2018,2021,30135.0,30135,150,23096,2018,2021,30135.0,2020/05
30136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8068.0,30136,109,8064,2018,2021,30136.0,30136,109,8064,2018,2021,30136.0,30136,109,8064,2018,2021,30136.0,2020/05
30137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5830.0,30137,150,5828,2018,2021,30138.0,30137,150,5828,2018,2021,30138.0,30137,150,5828,2018,2021,30138.0,2020/05
30138,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,41927.0,30138,175,41914,2018,2021,30139.0,30138,175,41914,2018,2021,30139.0,30138,175,41914,2018,2021,30139.0,2020/05
30139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6147.0,30139,137,6143,2018,2021,30140.0,30139,137,6143,2018,2021,30140.0,30139,137,6143,2018,2021,30140.0,2020/05
30140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.0,30140,150,2921,2018,2021,30141.0,30140,150,2921,2018,2021,30141.0,30140,150,2921,2018,2021,30141.0,2020/05
30141,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,164834.0,30141,137,164775,2018,2021,30142.0,30141,137,164775,2018,2021,30142.0,30141,137,164775,2018,2021,30142.0,2020/05
30142,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33929.0,30142,246,33926,2018,2021,30143.0,30142,246,33926,2018,2021,30143.0,30142,246,33926,2018,2021,30143.0,2020/05
30143,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57466.0,30143,137,57446,2018,2021,30144.0,30143,137,57446,2018,2021,30144.0,30143,137,57446,2018,2021,30144.0,2020/05
30144,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,32721.0,30144,246,32715,2018,2021,30145.0,30144,246,32715,2018,2021,30145.0,30144,246,32715,2018,2021,30145.0,2020/05
30145,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16363.0,30145,272,16363,2018,2021,30146.0,30145,272,16363,2018,2021,30146.0,30145,272,16363,2018,2021,30146.0,2020/05
30146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3656.0,30146,136,3656,2018,2021,30147.0,30146,136,3656,2018,2021,30147.0,30146,136,3656,2018,2021,30147.0,2020/05
30147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23130.0,30147,150,23117,2018,2021,30148.0,30147,150,23117,2018,2021,30148.0,30147,150,23117,2018,2021,30148.0,2020/05
30148,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27770.0,30148,136,27757,2018,2021,30149.0,30148,136,27757,2018,2021,30149.0,30148,136,27757,2018,2021,30149.0,2020/05
30149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35155.0,30149,272,35145,2018,2021,30150.0,30149,272,35145,2018,2021,30150.0,30149,272,35145,2018,2021,30150.0,2020/05
30150,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11750.0,30150,61,11749,2018,2021,30151.0,30150,61,11749,2018,2021,30151.0,30150,61,11749,2018,2021,30151.0,2020/05
30151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23120.0,30151,61,23097,2018,2021,30152.0,30151,61,23097,2018,2021,30152.0,30151,61,23097,2018,2021,30152.0,2020/05
30152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12320.0,30152,61,12310,2018,2021,30153.0,30152,61,12310,2018,2021,30153.0,30152,61,12310,2018,2021,30153.0,2020/05
30153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5792.0,30153,61,5791,2018,2021,30154.0,30153,61,5791,2018,2021,30154.0,30153,61,5791,2018,2021,30154.0,2020/05
30154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12983.0,30154,61,12981,2018,2021,30155.0,30154,61,12981,2018,2021,30155.0,30154,61,12981,2018,2021,30155.0,2020/05
30155,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103616.0,30155,50,103598,2018,2021,30156.0,30155,50,103598,2018,2021,30156.0,30155,50,103598,2018,2021,30156.0,2020/05
30156,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5767.0,30156,109,5767,2018,2021,30157.0,30156,109,5767,2018,2021,30157.0,30156,109,5767,2018,2021,30157.0,2020/05
30157,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20037.0,30157,141,20037,2018,2021,30033.0,30157,141,20037,2018,2021,30033.0,30157,141,20037,2018,2021,30033.0,2020/05
30158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23865.0,30158,123,23832,2018,2021,30158.0,30158,123,23832,2018,2021,30158.0,30158,123,23832,2018,2021,30158.0,2020/05
30159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26322.0,30159,150,26313,2018,2021,30159.0,30159,150,26313,2018,2021,30159.0,30159,150,26313,2018,2021,30159.0,2020/05
30160,1.0,15.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,104694.0,30160,141,104647,2018,2021,30008.0,30160,141,104647,2018,2021,30008.0,30160,141,104647,2018,2021,30008.0,2020/05
30161,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35823.0,30161,61,35784,2018,2021,30160.0,30161,61,35784,2018,2021,30160.0,30161,61,35784,2018,2021,30160.0,2020/05
30162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6677.0,30162,130,6675,2018,2021,30161.0,30162,130,6675,2018,2021,30161.0,30162,130,6675,2018,2021,30161.0,2020/05
30163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189.0,30163,207,5189,2018,2021,30162.0,30163,207,5189,2018,2021,30162.0,30163,207,5189,2018,2021,30162.0,2020/05
30164,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16480.0,30164,109,16468,2018,2021,30163.0,30164,109,16468,2018,2021,30163.0,30164,109,16468,2018,2021,30163.0,2020/05
30165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8417.0,30165,205,8411,2018,2021,30164.0,30165,205,8411,2018,2021,30164.0,30165,205,8411,2018,2021,30164.0,2020/05
30166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9668.0,30166,130,9666,2018,2021,30165.0,30166,130,9666,2018,2021,30165.0,30166,130,9666,2018,2021,30165.0,2020/05
30167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14736.0,30167,141,14722,2018,2021,30166.0,30167,141,14722,2018,2021,30166.0,30167,141,14722,2018,2021,30166.0,2020/05
30168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15018.0,30168,150,15004,2018,2021,30167.0,30168,150,15004,2018,2021,30167.0,30168,150,15004,2018,2021,30167.0,2020/05
30169,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22923.0,30169,155,22894,2018,2021,30168.0,30169,155,22894,2018,2021,30168.0,30169,155,22894,2018,2021,30168.0,2020/05
30170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10934.0,30170,50,10928,2018,2021,30169.0,30170,50,10928,2018,2021,30169.0,30170,50,10928,2018,2021,30169.0,2020/05
30171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5284.0,30171,150,5283,2018,2021,30170.0,30171,150,5283,2018,2021,30170.0,30171,150,5283,2018,2021,30170.0,2020/05
30172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20887.0,30172,272,20869,2018,2021,30171.0,30172,272,20869,2018,2021,30171.0,30172,272,20869,2018,2021,30171.0,2020/05
30173,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56956.0,30173,150,56949,2018,2021,30172.0,30173,150,56949,2018,2021,30172.0,30173,150,56949,2018,2021,30172.0,2020/05
30174,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,106277.0,30174,136,106256,2018,2021,30173.0,30174,136,106256,2018,2021,30173.0,30174,136,106256,2018,2021,30173.0,2020/05
30175,4.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,96418.0,30175,111,96319,2018,2021,30174.0,30175,111,96319,2018,2021,30174.0,30175,111,96319,2018,2021,30174.0,2020/05
30176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4953.0,30176,155,4951,2018,2021,30175.0,30176,155,4951,2018,2021,30175.0,30176,155,4951,2018,2021,30175.0,2020/05
30177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11431.0,30177,109,11430,2018,2021,30176.0,30177,109,11430,2018,2021,30176.0,30177,109,11430,2018,2021,30176.0,2020/05
30178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13421.0,30178,137,13397,2018,2021,30177.0,30178,137,13397,2018,2021,30177.0,30178,137,13397,2018,2021,30177.0,2020/05
30179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3833.0,30179,130,3825,2018,2021,30178.0,30179,130,3825,2018,2021,30178.0,30179,130,3825,2018,2021,30178.0,2020/05
30180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11630.0,30180,50,11623,2018,2021,30179.0,30180,50,11623,2018,2021,30179.0,30180,50,11623,2018,2021,30179.0,2020/05
30181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37857.0,30181,136,37822,2018,2021,30180.0,30181,136,37822,2018,2021,30180.0,30181,136,37822,2018,2021,30180.0,2020/05
30182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18715.0,30182,109,18713,2018,2021,30181.0,30182,109,18713,2018,2021,30181.0,30182,109,18713,2018,2021,30181.0,2020/05
30183,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61982.0,30183,207,61928,2018,2021,30182.0,30183,207,61928,2018,2021,30182.0,30183,207,61928,2018,2021,30182.0,2020/05
30184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7709.0,30184,150,7707,2018,2021,30183.0,30184,150,7707,2018,2021,30183.0,30184,150,7707,2018,2021,30183.0,2020/05
30185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5258.0,30185,150,5255,2018,2021,30184.0,30185,150,5255,2018,2021,30184.0,30185,150,5255,2018,2021,30184.0,2020/05
30186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6869.0,30186,205,6869,2018,2021,30185.0,30186,205,6869,2018,2021,30185.0,30186,205,6869,2018,2021,30185.0,2020/05
30187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5670.0,30187,130,5668,2018,2021,30186.0,30187,130,5668,2018,2021,30186.0,30187,130,5668,2018,2021,30186.0,2020/05
30188,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17428.0,30188,130,17414,2018,2021,30187.0,30188,130,17414,2018,2021,30187.0,30188,130,17414,2018,2021,30187.0,2020/05
30189,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,161829.0,30189,141,161742,2018,2021,30188.0,30189,141,161742,2018,2021,30188.0,30189,141,161742,2018,2021,30188.0,2020/05
30190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2185.0,30190,155,2185,2018,2021,30189.0,30190,155,2185,2018,2021,30189.0,30190,155,2185,2018,2021,30189.0,2020/05
30191,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30580.0,30191,130,30580,2018,2021,30190.0,30191,130,30580,2018,2021,30190.0,30191,130,30580,2018,2021,30190.0,2020/05
30192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20275.0,30192,123,20275,2018,2021,30191.0,30192,123,20275,2018,2021,30191.0,30192,123,20275,2018,2021,30191.0,2020/05
30193,72.0,272.0,0.0,0.0,1128.0,0.0,0.0,8.0,24.0,8.0,4879712.0,241544,832,4877528,16144,16168,241536.0,241544,832,4877528,16144,16168,241536.0,241544,832,4877528,16144,16168,241536.0,2020/05
30194,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11760.0,30194,207,11743,2018,2021,30193.0,30194,207,11743,2018,2021,30193.0,30194,207,11743,2018,2021,30193.0,2020/05
30195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5446.0,30195,150,5442,2018,2021,30195.0,30195,150,5442,2018,2021,30195.0,30195,150,5442,2018,2021,30195.0,2020/05
30196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17896.0,30196,205,17883,2018,2021,30196.0,30196,205,17883,2018,2021,30196.0,30196,205,17883,2018,2021,30196.0,2020/05
30197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12108.0,30197,130,12106,2018,2021,30197.0,30197,130,12106,2018,2021,30197.0,30197,130,12106,2018,2021,30197.0,2020/05
30198,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7194.0,30198,50,7192,2018,2021,30198.0,30198,50,7192,2018,2021,30198.0,30198,50,7192,2018,2021,30198.0,2020/05
30199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11354.0,30199,272,11353,2018,2021,30199.0,30199,272,11353,2018,2021,30199.0,30199,272,11353,2018,2021,30199.0,2020/05
30200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13409.0,30200,136,13393,2018,2021,30200.0,30200,136,13393,2018,2021,30200.0,30200,136,13393,2018,2021,30200.0,2020/05
30201,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,43871.0,30201,150,43842,2018,2021,30201.0,30201,150,43842,2018,2021,30201.0,30201,150,43842,2018,2021,30201.0,2020/05
30202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14620.0,30202,50,14615,2018,2021,30202.0,30202,50,14615,2018,2021,30202.0,30202,50,14615,2018,2021,30202.0,2020/05
30203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15031.0,30203,123,15027,2018,2021,30203.0,30203,123,15027,2018,2021,30203.0,30203,123,15027,2018,2021,30203.0,2020/05
30204,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,48091.0,30204,289,48007,2018,2021,30206.0,30204,289,48007,2018,2021,30206.0,30204,289,48007,2018,2021,30206.0,2020/05
30205,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19478.0,30205,61,19461,2018,2021,30207.0,30205,61,19461,2018,2021,30207.0,30205,61,19461,2018,2021,30207.0,2020/05
30206,1.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,30039.0,30206,272,29925,2018,2021,30205.0,30206,272,29925,2018,2021,30205.0,30206,272,29925,2018,2021,30205.0,2020/05
30207,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46672.0,30207,155,46665,2018,2021,30204.0,30207,155,46665,2018,2021,30204.0,30207,155,46665,2018,2021,30204.0,2020/05
30208,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24565.0,30208,155,24532,2018,2021,30208.0,30208,155,24532,2018,2021,30208.0,30208,155,24532,2018,2021,30208.0,2020/05
30209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15614.0,30209,272,15612,2018,2021,30210.0,30209,272,15612,2018,2021,30210.0,30209,272,15612,2018,2021,30210.0,2020/05
30210,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29434.0,30210,246,29427,2018,2021,30209.0,30210,246,29427,2018,2021,30209.0,30210,246,29427,2018,2021,30209.0,2020/05
30211,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,29631.0,30211,123,29616,2018,2021,30211.0,30211,123,29616,2018,2021,30211.0,30211,123,29616,2018,2021,30211.0,2020/05
30212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12512.0,30212,155,12505,2018,2021,30212.0,30212,155,12505,2018,2021,30212.0,30212,155,12505,2018,2021,30212.0,2020/05
